"genes","ERR2984230","ERR2984231","ERR2984232","ERR2984233","ERR2984242","ERR2984243","ERR2984244","ERR2984245"
"FAM20CL|FAM20CL",79626,53428,78429,49576,137227,66624,70110,59471
"SUN2|SUN2",6282,3993,3645,3170,14884,5995,11033,8144
"GTPBP1|GTPBP1",1314,943,1095,862,2854,1001,1469,1286
"EIF3L|EIF3L",3377,2143,3522,2453,8392,3472,3718,2677
"LOC100858460|LOC100858460",30,10,15,0,48,49,13,24
"NOL12|NOL12",353,416,392,425,587,265,318,259
"PDXP|PDXP",135,111,112,110,234,145,147,137
"SH3BP1|SH3BP1",108,77,62,83,127,107,61,53
"GCAT|GCAT",3806,4219,4122,4437,8978,3180,2586,2144
"TRIOBP|TRIOBP",1799,1431,1864,1318,3689,1618,1571,1208
"LGALS2|LGALS2",93,97,136,146,154,149,106,71
"GGA1|GGA1",2241,1968,2530,1616,4774,1708,2209,1634
"CARD10|CARD10",280,169,136,165,722,163,607,320
"CDC42EP1|CDC42EP1",5679,4896,5527,3719,10730,5166,4943,3900
"C1QTNF6|C1QTNF6",81,24,28,18,131,66,32,36
"CYTH4|CYTH4",384,192,258,205,541,308,297,372
"RAC2|RAC2",936,546,746,815,1244,925,897,611
"KCTD17|KCTD17",58,42,66,33,166,54,42,72
"TMPRSS6|TMPRSS6",13672,8430,10513,7346,26961,11399,17749,14026
"TEX33|TEX33",0,7,26,8,29,10,11,10
"CSF2RB|CSF2RB",54,16,35,8,76,43,19,43
"CRCBL|CRCBL",252,84,157,90,452,228,240,231
"NCF4|NCF4",138,42,77,61,185,147,105,161
"IFT27|IFT27",202,128,159,147,332,187,293,235
"MPST|MPST",2817,1540,2696,2020,6063,1896,2274,2407
"TST|TST",4837,4563,5874,5865,10770,5227,4820,4678
"EIF3D|EIF3D",2918,2603,2953,2396,6973,2949,3245,2396
"RASD2|RASD2",26,19,25,18,50,23,31,30
"RBFOX2|RBFOX2",433,409,321,227,786,313,359,388
"FOXRED2|FOXRED2",131,71,74,53,198,109,117,76
"TXN2|TXN2",1869,1877,2087,2038,4203,1738,1960,1808
"MYH9|MYH9",7070,3778,5981,2557,13132,5610,5699,5952
"TOM1|TOM1",713,552,502,407,1121,399,429,423
"HMGXB4|HMGXB4",224,239,294,146,443,198,362,155
"LOC112533496|LOC112533496",44,9,0,21,27,0,28,43
"LOC107053592|LOC107053592",38,8,28,21,9,6,60,60
"LOC112533490|LOC112533490",729,434,722,801,942,625,843,1063
"LARGE1|LARGE1",236,150,178,124,614,206,328,256
"SYN3|SYN3",34,13,13,10,50,26,20,32
"PRDM4|PRDM4",77,86,95,55,136,53,69,31
"RTCB|RTCB",2625,1592,2780,1617,4897,1533,1451,1491
"PWP1|PWP1",639,666,907,552,1118,354,314,318
"BTBD11|BTBD11",162,70,95,49,125,75,49,77
"CRY1|CRY1",2427,1479,2643,1261,5876,3252,2336,2380
"TMEM263|TMEM263",955,901,1038,685,2064,607,982,681
"RIC8B|RIC8B",767,555,809,510,1614,491,405,635
"POLR3B|POLR3B",399,306,455,272,750,315,358,342
"TCP11L2|TCP11L2",893,454,439,399,1480,1012,1112,1725
"CKAP4|CKAP4",700,516,646,302,1542,526,555,587
"C12orf75|C12orf75",29,15,20,21,33,37,40,38
"NUAK1|NUAK1",1556,1108,1508,660,3573,1357,1245,1411
"LOC112533504|LOC112533504",32,39,24,24,46,44,25,33
"WASHC4|WASHC4",758,502,560,327,1458,562,595,717
"APPL2|APPL2",741,614,717,507,1663,650,629,508
"CHST11|CHST11",23,6,6,0,34,20,13,15
"ALDH1L2|ALDH1L2",108,66,87,71,148,62,69,55
"C1H12ORF45|C1H12ORF45",309,321,419,284,414,262,250,219
"LOC112533513|LOC112533513",11,7,5,5,30,16,7,17
"SLC41A2|SLC41A2",1072,857,1274,687,2422,1075,994,1002
"TXNRD1|TXNRD1",704,311,608,364,1521,621,394,395
"HCFC2|HCFC2",1004,1061,643,612,1948,884,992,1060
"NFYB|NFYB",514,431,427,346,1133,425,572,577
"TDG|TDG",505,456,442,369,1035,377,330,357
"C1H12ORF73|C1H12ORF73",267,316,366,268,479,299,325,270
"ASCL1|ASCL1",22,17,17,29,60,40,33,24
"NT5DC3|NT5DC3",150,64,184,29,269,78,62,61
"HSP90B1|HSP90B1",54251,29049,68092,45325,106371,42906,24027,22666
"NUP37|NUP37",224,213,357,205,451,221,215,217
"DRAM1|DRAM1",165,120,140,121,454,340,156,238
"WASHC3|WASHC3",732,420,698,425,1413,698,789,806
"PAH|PAH",12233,6567,10616,7277,32035,11558,8278,11425
"GNPTAB|GNPTAB",1462,933,1464,691,3186,1069,973,963
"SYCP3|SYCP3",61,79,57,35,101,49,55,33
"CHPT1|CHPT1",172,43,122,88,280,221,132,111
"PARP12|PARP12",889,752,909,505,2074,1297,1219,1094
"ATP6V0A4|ATP6V0A4",0,0,56,17,39,93,25,32
"TRIM24|TRIM24",1487,1570,1505,1298,3112,1861,1715,3045
"SVOPL|SVOPL",310,221,315,237,545,314,436,712
"HIPK2|HIPK2",7852,6247,8867,5173,16043,5753,6694,5207
"KIAA1549|KIAA1549",1144,1170,1036,728,1926,981,1764,830
"LOC107053508|LOC107053508",48,28,12,25,41,11,13,8
"LOC418108|LOC418108",362,340,431,430,866,458,413,293
"LOC107053480|LOC107053480",217,144,108,110,486,329,161,195
"AKR1D1|AKR1D1",2174,2442,2517,1834,4274,2467,1194,2049
"KDM7A|KDM7A",1041,627,810,468,1963,789,808,947
"LOC112533577|LOC112533577",15,0,7,11,16,29,25,10
"MKRN1|MKRN1",2494,2059,2313,1778,5472,2355,2520,2546
"DENND2A|DENND2A",383,303,446,262,992,354,389,388
"ADCK2|ADCK2",316,211,195,185,569,221,350,365
"MRPS33|MRPS33",642,808,899,848,1177,703,955,791
"BRAF|BRAF",804,633,452,378,1511,632,649,642
"NDUFB2|NDUFB2",1201,2466,1681,2211,3186,2105,1814,1902
"AGK|AGK",302,303,433,288,756,329,350,387
"KIAA1147|KIAA1147",612,266,662,177,1733,456,487,710
"SSBP1|SSBP1",402,435,470,492,825,411,562,386
"PTN|PTN",59,67,232,38,156,125,69,62
"CHRM2|CHRM2",1020,709,876,737,2364,1061,1036,1133
"CREB3L2|CREB3L2",9880,5769,9253,4630,19303,7981,10857,11964
"PKP2|PKP2",19,0,22,6,15,38,14,10
"SLC13A4|SLC13A4",79,22,53,63,132,93,69,75
"C7orf73|C7orf73",557,474,662,681,1343,913,914,853
"DNM1L|DNM1L",1599,985,1657,958,3181,1391,1334,1433
"YARS2|YARS2",280,288,407,259,599,326,273,218
"FGD4|FGD4",295,74,176,65,440,320,238,288
"BICD1|BICD1",11,0,16,13,29,10,9,21
"KIAA1551|KIAA1551",779,608,579,359,1880,953,1003,926
"AMN1|AMN1",155,139,163,122,253,135,179,146
"ETFBKMT|ETFBKMT",120,51,128,92,213,119,93,94
"SINHCAF|SINHCAF",209,176,272,137,423,191,182,209
"CAPRIN2|CAPRIN2",148,91,67,53,198,62,37,93
"DENND5B|DENND5B",4371,2270,3932,2194,11137,3929,3038,3728
"IPO8|IPO8",702,279,526,151,1307,413,391,677
"TMTC1|TMTC1",158,25,79,12,254,93,98,98
"DDX11|DDX11",58,49,39,32,81,28,65,37
"WASHC1|WASHC1",366,247,333,245,648,325,374,278
"CCDC77|CCDC77",38,9,29,12,62,12,38,20
"B4GALNT3|B4GALNT3",22,3,36,16,22,52,12,12
"LOC107053437|LOC107053437",13,6,16,14,26,18,18,17
"KDM5A|KDM5A",1014,549,798,352,1919,730,691,813
"SLC6A12|SLC6A12",9220,5399,4729,4671,8603,4572,10082,8924
"LOC107053441|LOC107053441",130,48,38,207,50,57,151,133
"WNK1|WNK1",2293,1335,1756,963,4606,1402,2018,1672
"WNT5B|WNT5B",195,279,246,154,472,221,205,144
"FBXL14|FBXL14",391,340,576,309,761,370,297,238
"ERC1|ERC1",1617,1047,1041,721,3188,991,1110,1413
"CECR6|CECR6",14,4,15,12,10,8,22,19
"IL17RA|IL17RA",447,350,384,232,1142,486,588,579
"ADIPOR2|ADIPOR2",4448,4153,4177,2990,9933,3056,3253,3331
"CACNA1C|CACNA1C",20,10,13,3,33,14,9,10
"DCP1B|DCP1B",181,91,129,86,361,202,161,163
"CECR5|CECR5",2779,1984,3210,1617,5414,1746,2237,2187
"CECR1|CECR1",830,681,947,676,2168,581,687,500
"CECR2|CECR2",134,109,126,59,282,94,81,187
"ATP6V1E1|ATP6V1E1",2622,1735,2589,2113,4981,2662,2561,1862
"PEX26|PEX26",494,328,421,280,967,445,493,396
"USP18|USP18",147,153,105,57,212,316,112,166
"LOC107053352|LOC107053352",21,9,20,10,25,26,12,17
"AKR1B10L1|AKR1B10L1",483,262,441,240,887,706,429,525
"BCL2L13|BCL2L13",1612,1190,1594,957,3202,1053,1203,1343
"BID|BID",1423,1118,1172,1037,4212,1236,1723,2326
"LOC107053369|LOC107053369",20,0,18,9,41,15,28,44
"LOC112530022|LOC112530022",41,25,28,30,55,44,13,14
"BPGM|BPGM",228,133,166,121,372,162,136,147
"RERG|RERG",15,25,26,19,26,15,29,16
"LOC112530028|LOC112530028",81,17,13,26,86,22,17,16
"AKR1E2|AKR1E2",713,783,1373,636,1273,631,472,408
"AKR1B10L4|AKR1B10L4",413,422,686,316,744,366,280,259
"AKR1B1L|AKR1B1L",460,485,654,403,982,445,312,454
"CALD1|CALD1",942,578,876,537,1532,841,722,740
"EPS8|EPS8",411,270,488,262,929,396,175,338
"LOC107054197|LOC107054197",7,6,7,28,28,4,23,18
"STRAP|STRAP",1591,916,1539,870,3165,1434,1086,1297
"LOC107054199|LOC107054199",53,91,69,84,115,40,71,37
"DERA|DERA",617,428,622,596,1253,606,560,655
"PIK3C2G|PIK3C2G",86,8,36,13,92,46,49,32
"RERGL|RERGL",118,88,121,76,300,113,185,139
"PLEKHA5|PLEKHA5",463,379,373,249,1153,460,383,622
"AEBP2|AEBP2",507,303,460,291,817,423,372,375
"MGST1|MGST1",10927,8134,10081,9674,18933,9699,14144,10789
"PDE3A|PDE3A",143,98,131,66,214,195,96,70
"SLCO1B1|SLCO1B1",59,70,83,30,84,117,42,44
"SLCO1B3|SLCO1B3",14128,6425,11251,5651,28656,13869,17145,18168
"PYROXD1|PYROXD1",226,134,176,158,311,160,164,168
"RECQL|RECQL",196,95,259,70,228,94,131,137
"LOC101748166|LOC101748166",29,16,19,22,35,7,5,17
"GOLT1B|GOLT1B",287,231,338,130,380,221,242,175
"BCAT1|BCAT1",933,300,693,342,1808,1068,566,796
"SOX5|SOX5",373,311,360,366,974,542,456,397
"C3AR1|C3AR1",326,130,172,159,743,434,336,426
"C2CD5|C2CD5",830,464,589,430,1570,655,768,772
"CMAS|CMAS",585,465,784,598,1037,614,542,607
"KCNJ8|KCNJ8",118,50,101,74,273,103,81,93
"LDHB|LDHB",12951,6898,10016,12311,18650,7340,10710,7574
"LRMP|LRMP",129,33,72,15,137,124,55,67
"GYS2|GYS2",2767,1195,2495,1301,6762,3163,2977,3781
"ETFRF1|ETFRF1",379,377,346,437,624,294,430,376
"RASSF8|RASSF8",523,514,703,295,1282,443,592,382
"SSPN|SSPN",49,55,56,25,121,66,22,27
"ITPR2|ITPR2",2305,1238,1871,1095,4754,2028,2293,2414
"INTS13|INTS13",2261,2048,2596,1687,5360,2121,1764,2036
"FGFR1OP2|FGFR1OP2",1293,881,1426,941,2696,994,1173,1057
"TM7SF3|TM7SF3",276,217,231,190,596,304,367,333
"MED21|MED21",282,259,254,317,673,303,355,284
"STK38L|STK38L",538,445,667,15,1474,615,536,656
"PPFIBP1|PPFIBP1",3353,2263,4481,2153,7145,2408,3059,3286
"ENDOUL|ENDOUL",144,90,238,164,307,193,204,145
"CYB5R3|CYB5R3",1091,728,1128,602,2012,889,1071,997
"ARFGAP3|ARFGAP3",2014,1352,2753,1667,3705,1411,1546,1803
"TTLL1|TTLL1",27,32,24,27,60,22,56,78
"PACSIN2|PACSIN2",2399,1402,1859,1001,4706,2236,2108,2860
"BIK|BIK",54,84,53,79,89,44,61,72
"TSPO|TSPO",633,668,709,672,1374,639,630,539
"TTLL12|TTLL12",984,559,1074,562,2129,882,785,900
"MPPED1|MPPED1",150,273,293,103,249,229,354,153
"SCUBE1|SCUBE1",46,18,41,38,81,89,21,25
"SULT4A1|SULT4A1",338,416,361,463,513,370,289,265
"LOC112530103|LOC112530103",25,26,33,27,21,27,19,20
"PARVB|PARVB",577,159,399,245,818,405,298,301
"PRR5|PRR5",104,90,76,114,227,152,229,179
"ARHGAP8|ARHGAP8",119,82,128,75,182,95,87,75
"NUP50|NUP50",2676,1660,3039,1796,4645,2287,1624,1938
"SAMM50|SAMM50",1577,1184,1253,1040,3126,1476,1457,1331
"PNPLA3|PNPLA3",34167,44929,47334,41609,63239,26665,24011,28687
"KIAA0930|KIAA0930",4531,3238,4584,2358,8744,3608,3129,3749
"ATXN10|ATXN10",266,166,295,131,515,252,188,183
"FBLN1|FBLN1",4027,1016,2919,2333,5236,3227,4103,3503
"LOC101749388|LOC101749388",237,105,60,106,383,209,254,278
"PPARA|PPARA",5316,3476,3449,2472,15513,6157,7419,7641
"CDPF1|CDPF1",232,144,284,123,428,305,295,190
"TTC38L|TTC38L",2864,1620,2750,1440,6436,2478,2855,2955
"TTC38|TTC38",3917,2704,3548,2027,8768,2560,2236,3550
"ZC3HAV1|ZC3HAV1",2868,1938,2217,1358,6867,2583,2244,2582
"LOC101749705|LOC101749705",40,39,132,73,96,96,99,28
"ETV6|ETV6",373,320,349,294,738,341,319,267
"LRP6|LRP6",707,324,492,231,1437,679,880,976
"MANSC1|MANSC1",453,209,777,362,806,648,578,78
"LOC107053991|LOC107053991",24,20,19,9,45,21,31,18
"DUSP16|DUSP16",1269,1052,1227,663,3159,1056,1403,1481
"CREBL2|CREBL2",1228,912,774,926,2328,1106,1705,1535
"GPR19|GPR19",31,35,58,56,108,51,78,48
"CDKN1AL|CDKN1AL",615,349,698,638,447,1012,1332,264
"CDKN1B|CDKN1B",1230,1016,931,947,2227,1271,1123,1064
"KLHL42|KLHL42",152,117,116,93,309,174,150,177
"MRPS35|MRPS35",519,536,623,467,1068,500,523,624
"CCDC91|CCDC91",185,133,102,110,190,171,196,178
"FGF23|FGF23",127,53,125,24,333,141,243,149
"FAR2|FAR2",88,139,335,155,530,258,300,400
"CCND2|CCND2",936,470,780,249,1827,875,831,1033
"TIGAR|TIGAR",493,360,564,338,851,360,322,416
"LOC112530139|LOC112530139",787,850,561,817,1447,563,983,536
"LOC112530138|LOC112530138",14,8,4,17,26,8,21,5
"KCNA6|KCNA6",46,27,26,23,64,24,41,25
"ANO2|ANO2",14,0,0,0,35,17,13,15
"NDUFA9|NDUFA9",2859,1638,2912,2062,5420,2305,2182,2732
"CD9|CD9",38,8,40,28,56,25,26,35
"NOBOX|NOBOX",9,8,8,32,19,30,19,16
"ARHGEF5|ARHGEF5",20,11,16,5,5,25,6,6
"LOC107054259|LOC107054259",27,24,22,8,231,62,59,185
"VWF|VWF",2246,788,1437,747,5147,1974,1601,2096
"PRMT8|PRMT8",233,259,152,182,547,206,178,332
"LOC107054318|LOC107054318",53,40,62,41,106,89,153,65
"LOC107054332|LOC107054332",257,213,284,247,477,250,361,244
"PARP11|PARP11",501,367,469,359,841,526,615,539
"TSPAN9|TSPAN9",315,226,285,98,1244,256,250,627
"LOC107054374|LOC107054374",14,9,5,4,25,10,10,10
"FOXM1|FOXM1",310,254,289,252,356,215,224,161
"TEAD4|TEAD4",273,198,232,201,565,259,323,265
"TULP3|TULP3",1877,1510,2207,1207,2370,1214,822,828
"ITFG2|ITFG2",797,589,606,358,1586,553,835,756
"LOC101748309|LOC101748309",533,431,425,320,1061,383,614,445
"NECAP1|NECAP1",2451,1704,2414,1475,5088,1970,2186,2040
"SLC2A14|SLC2A14",146,54,121,47,232,195,80,132
"RIMKLB|RIMKLB",85,87,26,41,152,56,56,80
"A2ML1|A2ML1",75,104,57,34,77,156,52,203
"PHC1|PHC1",1044,914,742,462,2020,677,1022,793
"M6PR|M6PR",4743,3895,4599,3393,8835,4364,4741,4535
"A2ML2|A2ML2",34124,18312,30753,19786,96750,31150,33080,47386
"OVST|OVST",19,48,216,0,41,143,24,92
"OVSTL|OVSTL",259,40,158,44,348,158,152,112
"LOC112530172|LOC112530172",153,61,136,42,328,142,124,82
"CD86|CD86",25,12,14,18,78,47,34,54
"MAN1A2|MAN1A2",1991,1411,1945,1070,4651,1706,2117,2305
"CSTB|CSTB",581,569,624,584,1105,622,567,506
"CSTA|CSTA",41,20,20,61,42,34,23,50
"FAM162A|FAM162A",742,816,810,878,1165,629,506,622
"CCDC58|CCDC58",326,331,404,368,655,355,402,407
"KPNA1|KPNA1",915,586,1014,335,1857,543,531,642
"SCNN1A|SCNN1A",78,26,92,41,141,268,68,59
"MRPL51|MRPL51",674,755,824,789,1263,817,852,771
"CNP1|CNP1",123,270,113,235,214,109,68,129
"NCAPD2|NCAPD2",243,215,178,151,511,148,138,167
"A2M|A2M",63862,35055,60108,28292,152648,54076,57485,67366
"LOC425756|LOC425756",13696,11085,13626,10665,19871,11715,13452,7465
"LOC112532692|LOC112532692",7,13,11,7,33,4,11,11
"A2ML3|A2ML3",18470,15319,20950,15132,34030,17007,18724,13584
"LOC112530171|LOC112530171",885,268,870,190,561,723,660,677
"IFFO1|IFFO1",336,229,204,182,590,248,215,201
"LPAR5|LPAR5",31,22,40,15,56,61,36,16
"NOP2|NOP2",658,623,902,660,1170,381,449,345
"CHD4|CHD4",2493,1303,1846,881,5019,1666,2096,2076
"GAPDH|GAPDH",40113,54095,48947,41052,84654,43381,25114,27641
"ING4|ING4",457,362,363,363,829,348,451,413
"ZNF384|ZNF384",740,491,656,339,1389,529,798,680
"LOC107054512|LOC107054512",90,51,44,15,160,34,58,103
"LOC112530194|LOC112530194",13,15,14,35,26,16,14,34
"COPS7A|COPS7A",1575,1364,1796,1399,3361,1453,1358,1433
"LOC112530195|LOC112530195",33,23,25,53,52,26,52,30
"MLF2|MLF2",2446,1927,2741,1897,4730,2120,1956,2090
"LAG3|LAG3",18,9,5,0,22,26,6,7
"GPR162|GPR162",44,41,22,25,105,43,30,19
"CD4|CD4",108,60,72,57,121,103,65,93
"CDCA3|CDCA3",39,66,18,17,76,22,33,16
"P3H3|P3H3",488,437,245,338,835,277,536,326
"PTMS|PTMS",13167,10908,13850,9141,29899,10103,10734,9200
"USP5|USP5",1438,1651,1988,1115,3708,1194,1098,947
"LRRC23|LRRC23",107,123,133,99,245,117,101,58
"TPI1|TPI1",8185,9964,10646,9253,16715,7363,5670,6363
"ATN1|ATN1",313,313,325,170,918,177,235,227
"C1H12ORF57|C1H12ORF57",1353,1796,1666,1796,2887,1824,1396,1164
"EMG1|EMG1",112,211,223,199,297,128,96,72
"PTPN6|PTPN6",2616,1346,1871,1359,4500,2122,2379,2217
"PHB2|PHB2",4019,3117,4059,3711,8439,3766,3742,2940
"LPCAT3|LPCAT3",1251,1498,1603,1160,2567,758,795,973
"LOC107054527|LOC107054527",95,45,23,19,167,20,43,66
"C1R|C1R",12800,8848,11047,7021,24089,9496,10406,7730
"RBP5|RBP5",404,682,394,566,467,373,321,214
"CLSTN3|CLSTN3",479,418,529,255,1015,457,502,428
"LOC418298|LOC418298",1198,1215,1735,948,2570,630,1046,871
"EPHA1|EPHA1",49,9,44,7,25,50,39,7
"PEX5|PEX5",2763,1933,2464,1767,5224,2025,2460,2450
"CLCN1|CLCN1",33,10,14,9,55,18,25,24
"ZYX|ZYX",1387,877,1646,970,2738,993,1145,664
"RAP1GAP1|RAP1GAP1",129,134,155,80,174,101,188,146
"TMEM139|TMEM139",16,4,19,0,36,37,0,6
"CASP2|CASP2",398,305,331,223,901,345,413,626
"CD163|CD163",15,9,9,7,15,31,9,26
"KEL|KEL",35,35,28,11,35,13,19,39
"EYY68_mgp01|ND6",18252,33099,13934,28045,26287,9713,30746,13163
"GSTK1|GSTK1",4006,2729,3942,2924,7770,3295,4037,4406
"LOC769044|LOC769044",109,84,118,160,184,158,138,134
"ERR2984230.1703|TRBV6-5",169,127,116,175,139,223,149,126
"ERR2984230.1712|LOC112530245",4,4,11,4,30,18,30,8
"YBX3|YBX3",1895,1824,2383,1975,3884,1824,1376,1253
"LOC107054599|LOC107054599",14,23,18,24,13,25,22,6
"GABARAPL1|GABARAPL1",1298,920,1222,807,2570,1137,1531,1627
"LOC107055695|LOC107055695",16,20,13,15,12,23,18,5
"LOC101750690|LOC101750690",335,184,295,173,678,212,243,227
"HSD3B1|HSD3B1",176,117,91,130,428,129,227,254
"HAO2|HAO2",2800,1164,1920,1652,4478,2660,3770,4642
"TRIM45|TRIM45",21,12,20,17,22,7,18,28
"ATP6V1A|ATP6V1A",1739,1115,1638,1089,3379,1447,1248,1383
"LOC107054727|LOC107054727",8,10,12,9,33,15,12,16
"SPICE1|SPICE1",417,253,241,169,661,264,345,401
"CTC1|CTC1",205,129,122,81,474,105,237,205
"TNFRSF1A|TNFRSF1A",779,403,485,365,1403,746,682,689
"POLQ|POLQ",40,26,11,27,87,29,33,33
"GTF2E1|GTF2E1",289,183,307,201,484,215,267,224
"RABL3|RABL3",1065,770,1000,713,2011,930,1182,976
"FSTL1|FSTL1",420,300,386,210,871,375,327,299
"LOC107054688|LOC107054688",87,35,61,10,132,27,81,82
"GSK3B|GSK3B",603,543,746,537,1451,612,673,593
"HGD|HGD",15831,13117,14332,11803,30261,10959,7119,9248
"POPDC2|POPDC2",130,62,72,36,311,90,135,121
"COX17|COX17",1074,987,1233,1261,2045,1443,1251,1236
"PLA1A|PLA1A",2047,1146,1742,1083,3462,1507,1861,1903
"MAB21L3|MAB21L3",170,99,56,67,306,102,246,159
"SLC22A15|SLC22A15",323,69,138,24,657,146,234,402
"ATP1A1|ATP1A1",7379,4958,8646,4169,13708,5671,3878,3867
"VANGL1|VANGL1",1163,693,812,362,2129,697,1081,845
"CHD1L|CHD1L",194,121,277,139,359,144,325,207
"FAAHL|FAAHL",1311,673,1055,584,2380,848,1143,991
"TMEM39A|TMEM39A",966,907,1106,690,2227,905,920,747
"B4GALT3|B4GALT3",219,221,252,213,484,260,260,257
"B4GALT4|B4GALT4",710,517,855,540,1568,554,534,468
"LSAMP|LSAMP",91,38,30,71,76,19,39,80
"LOC107054757|LOC107054757",96,76,19,74,114,19,45,32
"PLA2G10L|PLA2G10L",12,23,12,37,26,90,18,24
"CCDC191|CCDC191",139,83,87,69,222,152,106,112
"ZDHHC23|ZDHHC23",138,125,144,92,471,96,205,147
"QTRT2|QTRT2",296,294,356,169,562,199,339,316
"G6PD|G6PD",36,30,37,8,51,35,19,23
"CLDND1|CLDND1",13466,9800,17820,10163,27466,13655,21572,17929
"CFAP44|CFAP44",92,53,66,55,134,31,113,82
"BOC|BOC",28,20,24,17,50,53,58,62
"NEPRO|NEPRO",262,320,323,373,534,247,295,243
"GTPBP8|GTPBP8",572,520,666,396,1038,401,576,529
"CD200R1|CD200R1",44,15,36,14,65,28,26,30
"SLC35A5|SLC35A5",561,356,271,246,936,511,536,500
"CCDC80|CCDC80",66,6,98,28,78,125,41,18
"ATG3|ATG3",680,434,725,546,1192,588,532,558
"F5|F5",21904,9394,18054,8661,42871,18048,19877,22382
"BLZF1|BLZF1",579,373,587,361,1026,438,537,445
"SLC19A2|SLC19A2",443,392,257,285,606,161,152,147
"ATP1B1|ATP1B1",2674,1595,3219,1621,5456,2830,1540,1177
"DPT|DPT",65,53,74,29,109,56,46,36
"XCL1|XCL1",217,160,347,253,348,205,224,169
"TBX19|TBX19",95,45,47,61,128,42,129,99
"SFT2D2|SFT2D2",5135,2329,4172,1569,9460,3755,3959,4485
"TIPRL|TIPRL",966,783,1066,750,1794,929,801,864
"GPR161|GPR161",52,29,56,8,140,43,97,65
"TTF2|TTF2",297,192,225,117,497,163,208,216
"ST3GAL6|ST3GAL6",107,92,59,45,145,129,55,89
"COL8A1|COL8A1",34,50,39,77,239,92,64,45
"DCBLD2|DCBLD2",1177,953,973,615,2494,1047,1155,1117
"TMEM45A|TMEM45A",67,15,25,14,55,36,15,6
"TFG|TFG",1501,888,2149,854,3137,1063,1199,1084
"CMSS1|CMSS1",269,199,273,193,352,168,184,228
"FILIP1L|FILIP1L",412,160,365,56,402,277,193,259
"TBC1D23|TBC1D23",740,308,520,197,1545,586,826,685
"TMEM30CP|TMEM30CP",1169,1192,750,1124,4035,2140,1225,2559
"NIT2|NIT2",2901,2005,2682,2169,5180,2393,2898,2847
"TOMM70|TOMM70",1197,528,1240,493,2320,906,936,902
"IMPG2|IMPG2",141,104,30,62,168,92,163,160
"TXNL4B|TXNL4B",146,105,123,154,193,96,136,142
"TRMT10C|TRMT10C",204,132,206,157,296,122,118,113
"PCNP|PCNP",1989,1937,2099,1904,3619,1564,1765,1669
"CEP97|CEP97",179,113,182,109,420,168,188,221
"RPL24|RPL24",5618,7185,7922,7831,11126,6868,8317,7339
"NXPE3|NXPE3",242,114,228,56,402,262,187,228
"NFKBIZ|NFKBIZ",340,217,151,256,586,218,367,246
"ALCAM|ALCAM",246,65,134,35,350,181,129,175
"CBLB|CBLB",264,152,203,83,505,238,186,233
"BBX|BBX",667,390,594,145,1416,746,695,734
"CD47|CD47",4906,3057,3475,2505,10269,4470,5053,5883
"TRAT1|TRAT1",103,75,83,66,109,123,130,133
"HJURP|HJURP",26,19,28,27,36,11,21,22
"LOC418414|LOC418414",220,142,307,196,801,422,808,537
"LOC112530424|LOC112530424",35,16,46,32,60,67,81,73
"IFT57|IFT57",829,369,369,485,1192,280,410,905
"HHLA2|HHLA2",5009,2486,2945,2767,9741,1673,2502,6114
"NECTIN3|NECTIN3",436,223,460,212,1030,726,511,728
"PLCXD2|PLCXD2",231,194,222,143,648,248,218,289
"ABHD10|ABHD10",621,311,464,207,825,370,364,463
"PHLDB2|PHLDB2",4811,2415,4225,2346,9268,4789,7630,6254
"LOC770026|LOC770026",236,92,74,77,266,141,63,164
"LOC418421|LOC418421",541,220,358,157,938,488,440,470
"CD200|CD200",290,142,137,86,644,258,197,338
"BTLA|BTLA",19,24,0,9,19,48,16,20
"CGGBP1|CGGBP1",526,388,505,275,1054,388,395,401
"C1H3ORF38|C1H3ORF38",496,335,411,312,937,468,433,482
"EPHA3|EPHA3",12,12,7,0,14,19,0,11
"MGAT1|MGAT1",845,874,1480,704,1977,1066,803,529
"ARL13B|ARL13B",231,157,212,180,561,274,267,273
"NSUN3|NSUN3",106,112,129,82,261,93,165,82
"PROS1|PROS1",7467,4780,7926,4725,17230,6772,8754,6835
"LOC101750283|LOC101750283",44,0,16,11,22,15,15,22
"ARL6|ARL6",165,149,209,207,382,209,262,269
"LOC112530473|LOC112530473",30,7,22,10,91,45,38,50
"CRYBG3|CRYBG3",728,337,669,345,1625,729,884,829
"MINA|MINA",277,289,404,267,592,295,385,350
"APOV1|APOV1",1948579,1738485,2259977,2232100,3282933,1861266,2521442,2190344
"DCAF6|DCAF6",1739,795,1027,804,2682,1437,1507,1600
"MPC2|MPC2",4336,5903,7563,7358,9962,5627,5424,5127
"RCSD1|RCSD1",521,219,334,270,815,505,367,379
"MPZL1|MPZL1",2272,1830,1991,1633,3661,1885,2134,2123
"CD247|CD247",254,200,154,162,316,319,215,209
"POU2F1|POU2F1",399,204,216,133,558,222,333,330
"MAEL|MAEL",190,159,268,166,888,193,316,200
"ILDR2|ILDR2",1217,1011,1297,682,3263,964,1246,1017
"ZFP92|ZFP92",902,691,1034,615,2379,887,1233,798
"CD2|CD2",33,15,21,17,56,34,17,18
"LOC107055058|LOC107055058",45,22,20,22,73,37,43,23
"LOC396098|LOC396098",34,5,29,4,25,45,19,17
"PTGFRN|PTGFRN",165,165,356,121,755,199,194,182
