"genes","CN_2w_2","CN_2w_1","CN_4w_1","HT_3hr_1","HT_3hr_2","HT_3hr_4"
"PMPCA|PMPCA",860,3105,3465,6,6,3
"SDCCAG3|SDCCAG3",40,162,87,1977,1566,865
"DNLZ|DNLZ",155,829,590,10,23,26
"GPSM1|GPSM1",73,257,426,103,64,55
"QSOX2|QSOX2",305,890,1172,14,0,7
"LHX3|LHX3",0,0,0,17,30,43
"LOC107052223|LOC107052223",0,9,18,227,82,113
"C9orf69|C9orf69",72,215,197,417,198,161
"NACC2|NACC2",19,36,51,811,235,167
"LOC107052222|LOC107052222",23,121,74,75,17,46
"UBAC1|UBAC1",767,1736,2406,640,331,256
"MIR1465|MIR1465",6,4,4,49,50,63
"ERR2984226.18534|MIR1465",1,1,1,109,22,35
"CAMSAP1|CAMSAP1",148,270,473,65,31,22
"PSMD5|PSMD5",284,913,1367,639,221,255
"CUTA|CUTA",110,709,370,3,7,9
"PHF19|PHF19",88,534,411,6,1,2
"TRAF1|TRAF1",149,700,831,229,125,146
"C5|C5",3218,7489,17750,464,229,205
"CNTRL|CNTRL",256,479,937,243,131,95
"LOC112529994|LOC112529994",0,0,0,1011,467,397
"RAB14|RAB14",1264,4160,4864,28,50,26
"GSN|GSN",173,420,615,83,391,237
"STOM|STOM",677,2191,2637,29,19,17
"DAB2IP|DAB2IP",587,1557,1810,28700,15441,12210
"TTLL11|TTLL11",19,64,105,5808,4152,2332
"LOC417113|LOC417113",75,507,519,133,194,106
"NDUFA8|NDUFA8",689,4034,2517,264,252,166
"MORN5|MORN5",0,0,0,17654,9537,6198
"MRRF|MRRF",187,655,588,47535,30011,17952
"RBM18|RBM18",125,616,766,893,410,286
"PTGS1|PTGS1",10,20,28,1211,477,419
"LOC112530005|LOC112530005",0,0,0,903,531,399
"PDCL|PDCL",536,1493,2295,782,405,370
"ZBTB26|ZBTB26",95,247,477,125,44,50
"GPR21|GPR21",5,17,22,93,69,33
"STRBP|STRBP",511,1276,1833,1187,785,641
"DENND1A|DENND1A",157,338,487,243,159,149
"NEK6|NEK6",401,1822,1853,152,69,78
"PSMB7|PSMB7",1763,6835,6088,183,75,59
"NR6A1|NR6A1",186,502,628,77,58,0
"MIR181B2",0,0,0,231,210,183
"MIR6712|MIR6712",0,0,0,183,110,119
"MIR6712",0,0,0,181,90,93
"OLFML2A|OLFML2A",103,432,357,43,15,25
"LOC107052229|LOC107052229",24,46,68,94,27,47
"SCAI|SCAI",146,536,601,53,30,21
"RPL35|RPL35",2069,12181,5518,1552,602,713
"GOLGA1|GOLGA1",328,932,1778,155,79,75
"GAPVD1|GAPVD1",708,1927,3194,29,6,11
"ARPC5L|ARPC5L",81,415,357,0,0,0
"PPP6C|PPP6C",228,750,788,6912,2870,2968
"RABEPK|RABEPK",265,873,756,100,22,33
"HSPA5|HSPA5",11159,68973,84554,9958,4184,5129
"MAPKAP1|MAPKAP1",139,375,580,13,24,0
"PBX3|PBX3",151,505,626,698,498,361
"MVB12B|MVB12B",997,4276,5906,50,27,19
"ZBTB34|ZBTB34",59,272,448,3255,892,904
"RALGPS1|RALGPS1",391,968,1247,773,371,205
"ZBTB43|ZBTB43",215,417,910,7,15,8
"ANGPTL2|ANGPTL2",40,100,125,311,394,426
"FBXW2|FBXW2",353,1012,1276,7398,6824,3405
"SLC2A8|SLC2A8",324,1144,1196,1586,622,678
"LOC107052234|LOC107052234",34,53,48,20,4,15
"GARNL3|GARNL3",344,902,1274,13043,8287,5809
"ZNF606L|ZNF606L",281,887,977,2079,891,726
"ZNF302|ZNF302",116,394,431,18034,8287,7471
"GAS7|GAS7",100,130,516,2106,844,855
"LOC107054724|LOC107054724",0,6,11,264,143,116
"MYH1G|MYH1G",0,0,0,477,148,155
"LOC107054723|LOC107054723",16,44,19,73,58,22
"TMEM220|TMEM220",150,473,545,183,146,65
"SCO1|SCO1",345,1435,1564,0,0,0
"ADPRM|ADPRM",47,102,183,528,184,211
"MAP2K4|MAP2K4",230,708,798,281,112,82
"MYOCD|MYOCD",24,58,61,0,0,0
"TRNAM-CAU_11",0,0,0,4523,1795,1550
"ELAC2|ELAC2",230,730,1018,102572,46280,36336
"DNAH9|DNAH9",17,109,40,405,88,171
"LOC112530023|LOC112530023",0,0,0,300,181,119
"NDEL1|NDEL1",282,868,992,99,40,29
"MYH10|MYH10",2141,5085,6230,173,111,61
"PIK3R6|PIK3R6",44,103,364,2369,1024,668
"PIK3R5|PIK3R5",86,144,563,3004,1738,880
"NTN1|NTN1",13,59,100,921,431,406
"TBC1D24L|TBC1D24L",0,9,13,173,155,112
"STX8|STX8",172,810,686,8,9,7
"USP43|USP43",18,47,43,22825,9571,14504
"CDRT1|CDRT1",0,0,0,117,59,50
"FAM18B1|FAM18B1",1150,4620,5513,1,1,1
"PMP22|PMP22",47,241,214,1122,411,361
"LOC417328|LOC417328",4,0,8,15231,9037,8905
"HS3ST3B1L|HS3ST3B1L",1641,7348,5042,9,2,2
"ZNF764L|ZNF764L",126,395,444,2939,1218,1209
"LOC112533555|LOC112533555",11,61,77,4168,1522,1595
"LOC112533603|LOC112533603",613910,96322,709880,594,380,254
"LOC107055568|LOC107055568",565,150,625,1195,635,337
"LOC112533598|LOC112533598",12273,3093,14151,43,27,17
"LOC112533602|LOC112533602",914110,132090,1066270,865,412,323
"LOC112533601|LOC112533601",1247568,183187,1498672,14,14,0
"LOC112533600|LOC112533600",12182,3093,14312,1178,394,364
"LOC112533599|LOC112533599",1890540,638632,2494934,1157,572,417
"METRNL|METRNL",31,106,196,13169,4732,3631
"B3GNTL1|B3GNTL1",28,118,152,121,62,79
"LOC107054736|LOC107054736",0,0,0,114,41,36
"ZNF750|ZNF750",0,0,0,90,27,56
"TBCD|TBCD",161,430,600,64,30,51
"FN3K|FN3K",116,315,267,1244,578,618
"FN3KRP|FN3KRP",327,838,1157,283,166,94
"TRNAG-UCC_6",0,0,0,1873,882,829
"WDR45B|WDR45B",346,964,1165,0,0,0
"RAB40B|RAB40B",108,477,514,0,0,0
"LOC107054738|LOC107054738",20,30,48,781,335,205
"FOXK2|FOXK2",72,175,305,298,159,104
"LOC112530043|LOC112530043",5,17,19,647,260,249
"NARF|NARF",326,493,1915,152,131,91
"C18H17orf62|C18H17orf62",101,141,463,0,0,0
"HEXDC|HEXDC",20,76,87,1900,1082,1072
"OGFOD3|OGFOD3",157,437,551,394,262,169
"LOC427799|LOC427799",7,0,12,29,11,11
"SEPT9|SEPT9",391,1401,1520,24,20,14
"RASL10A|RASL10A",18,53,80,842,313,344
"SEC14L1|SEC14L1",221,403,1024,0,0,0
"LOC112530017|LOC112530017",3,14,18,556,217,295
"MGAT5B|MGAT5B",98,239,536,754,259,283
"LOC101747455|LOC101747455",69,198,558,494,269,255
"METTL23|METTL23",226,1453,421,0,0,0
"SRSF2|SRSF2",1550,7400,7620,566,237,293
"JMJD6|JMJD6",101,566,606,2410,801,879
"ST6GALNAC1|ST6GALNAC1",70,255,156,78,23,219
"LOC107054742|LOC107054742",15,95,51,0,0,0
"LOC107054741|LOC107054741",77,348,139,0,0,0
"RHBDF2|RHBDF2",96,273,357,507,260,203
"UBE2O|UBE2O",829,2077,2484,348,122,119
"SPHK1|SPHK1",126,560,326,266,148,29
"SRP68|SRP68",532,1444,2115,934509,233722,161758
"EVPL|EVPL",85,484,455,28959,21306,14236
"MRPL38|MRPL38",373,1778,1507,3429,764,1680
"TRIM65|TRIM65",154,343,375,2829,1636,508
"CDK3|CDK3",45,90,60,1119,501,410
"TEN1|TEN1",24,175,79,1577,620,702
"ACOX1|ACOX1",2909,8907,11809,713,354,355
"FBF1|FBF1",364,1137,1298,261,203,113
"TRIM47|TRIM47",94,150,356,135,84,31
"UNC13D|UNC13D",109,918,1419,51,28,12
"WBP2|WBP2",1319,3574,3724,3232,1202,789
"UNK|UNK",139,419,707,1439,827,868
"H3F3B|H3F3B",1664,5050,5149,1209,695,791
"MYO15L|MYO15L",16,76,98,399,165,145
"ITGB4|ITGB4",74,394,430,9,0,8
"RECQL5|RECQL5",159,308,515,71,45,17
"SMIM5|SMIM5",28,295,281,976,595,450
"GALK1|GALK1",324,1902,1082,1987,1285,1199
"SAP30BP|SAP30BP",219,801,907,8371,2741,2506
"CSNK1D|CSNK1D",535,1577,2125,3761,1131,1067
"CCDC57|CCDC57",377,1129,1177,0,0,0
"LOC107054748|LOC107054748",82,128,164,0,0,0
"DUS1L|DUS1L",210,812,946,2265,1232,984
"GPS1|GPS1",305,770,1007,1477,808,593
"RFNG|RFNG",410,1129,1489,1342,571,503
"DCXR|DCXR",1384,5315,4163,1211,557,515
"RAC3|RAC3",418,1544,1362,765,280,308
"LRRC45|LRRC45",128,339,412,2548,1075,1079
"CENPX|CENPX",82,365,289,654,256,286
"MIR6599|MIR6599",5,5,6,5580,1656,2122
"NOTUM|NOTUM",18,37,51,154,112,106
"LOC417386|LOC417386",6,88,88,15,7,7
"NME2|NME2",2687,15546,8869,95,52,40
"MBTD1|MBTD1",536,1117,1948,6217,2549,2228
"UTP18|UTP18",372,973,1355,390,238,251
"FASN|FASN",93051,149806,184663,235,111,133
"CA10|CA10",25,60,44,2537,926,1252
"TOM1L1|TOM1L1",0,12,21,1623,1082,706
"COX11|COX11",110,363,369,452,219,221
"MIR1765|MIR1765",0,0,0,3015,1464,1217
"MIR1765",0,0,0,2708,949,994
"STXBP4|STXBP4",30,44,87,940,351,521
"LOC107052250|LOC107052250",0,0,0,289,191,153
"HLF|HLF",141,614,642,545,272,197
"MMD|MMD",544,1484,2192,7461,3365,2692
"PCTP|PCTP",16,61,98,20,20,8
"C18H17ORF67|C18H17ORF67",3,0,5,1158,647,475
"DGKE|DGKE",342,641,1263,711,274,347
"TRIM25|TRIM25",310,503,1530,0,0,0
"COIL|COIL",140,366,429,832,338,375
"SCPEP1|SCPEP1",755,1365,3831,23072,4741,9101
"LOC107052249|LOC107052249",78,82,296,3116,1215,1285
"MIR193A|MIR193A",0,0,0,91,125,36
"MIR193A",0,0,0,21,17,9
"LOC112530029|LOC112530029",170,216,563,3092,1477,1273
"MIR365-2|MIR365-2",4,10,7,3286,1132,1436
"ERR2984226.18905|MIR365-2",1,1,1,1245,575,622
"LOC107052235|LOC107052235",667,1758,1722,20,16,4
"COPRS|COPRS",11,27,33,3406,1348,1208
"UTP6|UTP6",264,1178,967,2574,1022,1258
"LOC107052238|LOC107052238",0,9,9,1016,895,421
"SUZ12|SUZ12",111,397,603,3224,1231,1741
"CRLF3|CRLF3",430,1203,1874,1383,610,633
"ATAD5|ATAD5",25,92,164,2198,759,825
"RHOT1|RHOT1",460,1476,1710,118,91,52
"TEX2|TEX2",274,765,1096,22880,9025,9162
"C18H17orf75|C18H17orf75",277,970,1094,4079,1288,1806
"ZNF207|ZNF207",1295,3421,5091,1308,599,672
"ERN1|ERN1",664,1615,2742,4185,1914,1937
"LOC112530044|LOC112530044",2,0,4,3011,952,881
"PECAM1|PECAM1",502,715,2519,227,147,149
"MILR1|MILR1",28,43,122,11,91,33
"POLG2|POLG2",48,131,193,19,13,15
"CEP95|CEP95",65,131,143,0,0,0
"SMURF2|SMURF2",132,346,588,7,10,0
"KPNA2|KPNA2",93,105,140,2192,706,971
"DDX5|DDX5",8593,23857,32681,703,342,393
"MIR3064|MIR3064",238,697,947,681,231,257
"ERR2984226.18968|MIR3064",1,1,1,917,246,399
"BPTF|BPTF",432,1007,2279,9,7,13
"LOC107052248|LOC107052248",4,8,11,3400,1080,1464
"PITPNC1|PITPNC1",412,1120,1755,246,121,181
"NOL11|NOL11",170,577,738,0,0,0
"HELZ|HELZ",377,671,1402,466,207,216
"PSMD12|PSMD12",437,1434,1555,970,438,315
"LOC112530015|LOC112530015",5,29,25,8,7,9
"LOC112530018|LOC112530018",12,38,71,486,266,326
"CACNG4|CACNG4",0,0,0,334,189,137
"LOC112530019|LOC112530019",56,84,183,17,0,27
"CACNG5|CACNG5",0,0,0,2292,774,1009
"LOC107052245|LOC107052245",0,14,17,4011,1426,1592
"AXIN2|AXIN2",137,341,502,1016,313,322
"ARSG|ARSG",37,115,192,819,405,397
"SLC16A6|SLC16A6",17,63,73,26029,14853,15933
"WIPI1|WIPI1",337,1029,1518,0,1,1
"CEP112|CEP112",79,231,208,1117,494,519
"PRKCA|PRKCA",381,1069,1327,307,197,187
"APOH|APOH",40211,125443,114222,16372,6902,5455
"ABCA5|ABCA5",127,366,706,5342,1899,1560
"FAM20A|FAM20A",2660,12043,8697,91,49,45
"LOC107052244|LOC107052244",42,108,112,6613,2473,2457
"MAP2K6|MAP2K6",22,24,68,496,239,186
"LOC101751181|LOC101751181",0,0,0,25,9,34
"LOC112530016|LOC112530016",0,0,0,245,54,77
"LOC107052240|LOC107052240",96,339,212,16,9,14
"MIR1672|MIR1672",0,0,0,723,184,156
"MIR1672",0,0,0,934,347,475
"SLC39A11|SLC39A11",240,928,727,1671,732,623
"CDC42EP4|CDC42EP4",67,335,235,592,716,759
"COG1|COG1",346,1217,1316,3,0,2
"FAM104A|FAM104A",268,849,1117,1,1,4
"LOC112530042|LOC112530042",7,15,11,26,27,23
"C17ORF80|C17ORF80",165,425,425,1043,362,382
"SDK2|SDK2",95,521,1026,753,390,1149
"LOC107052239|LOC107052239",0,0,0,28556,19197,19257
"TTYH2|TTYH2",67,265,355,15,13,50
"RPL38|RPL38",1758,9950,4718,1,1,1
"GPRC5C|GPRC5C",289,1608,1155,257,175,118
"PDE6G|PDE6G",22,85,56,83,43,34
"CCDC137|CCDC137",19,212,159,6,0,8
"NPLOC4|NPLOC4",460,1822,1765,86,30,46
"FAAP100|FAAP100",171,638,1098,11412,3380,3662
"BAHCC1|BAHCC1",327,724,1154,608,186,224
"ACTC2L|ACTC2L",9791,66014,22706,680,535,204
"ENTHD2|ENTHD2",92,443,532,477,170,159
"SLC38A10|SLC38A10",1799,6667,7494,1426,600,559
"NDUFAF8|NDUFAF8",40,100,74,4019,1367,1405
"CEP131|CEP131",113,414,312,142,107,48
"ST6GALNAC2L|ST6GALNAC2L",149,423,435,4075,1468,1223
"CHMP6|CHMP6",304,1224,1136,0,0,0
"AATK|AATK",38,55,115,8,2,3
"BAIAP2|BAIAP2",1182,4749,3666,1,1,1
"RPTOR|RPTOR",201,588,845,25,8,11
"RNF213|RNF213",728,2111,4151,1672,767,715
"ENDOV|ENDOV",3,6,1,595,190,114
"SLC26A11|SLC26A11",101,255,312,565,415,307
"SGSH|SGSH",192,896,563,1050,404,384
"TBC1D16|TBC1D16",278,1767,1621,22431,11422,12307
"GAA|GAA",146,460,375,631,407,323
"CCDC40|CCDC40",11,51,67,965,394,459
"CBX8|CBX8",66,351,337,7074,2978,3299
"ENGASE|ENGASE",24,125,89,3568,2166,1784
"RBFOX3|RBFOX3",87,358,362,394,195,156
"MIR1652|MIR1652",2,19,14,118,55,91
"ENPP7|ENPP7",44,251,433,12,13,0
"CANT1|CANT1",149,503,518,3232,1745,1667
"C1QTNF1|C1QTNF1",57,124,116,25,22,0
"DNAH17|DNAH17",16,91,70,800,335,338
"PGS1|PGS1",126,501,677,900,435,389
"SOCS3|SOCS3",41,358,283,47,9,25
"USP36|USP36",950,5827,4754,2,2,1
"CYTH1|CYTH1",332,966,1756,1,1,0
"TIMP2|TIMP2",3362,19687,15553,2993,1321,1661
"AFMID|AFMID",2255,10637,6779,3417,1173,1282
"TK1|TK1",62,379,184,208,102,94
"SYNGR2|SYNGR2",251,1707,1233,453,188,241
"TMC6|TMC6",35,248,321,1806,642,703
"LOC100857706|LOC100857706",32,76,199,81,27,37
"ARL16|ARL16",40,151,137,2816,1200,1307
"LOC422090|LOC422090",112,492,656,42,23,24
"HGS|HGS",455,1458,1633,704,244,304
"SLC25A10|SLC25A10",440,2684,1392,0,0,0
"GCGR|GCGR",1692,6636,5777,10,14,9
"MAFG|MAFG",89,261,365,0,0,0
"PCYT2|PCYT2",1942,7877,6936,912,292,352
"PYCR1|PYCR1",100,943,465,0,0,0
"P4HB|P4HB",21193,80010,86882,0,0,0
"ARHGDIA|ARHGDIA",2565,8385,9062,0,0,0
"ALYREF|ALYREF",265,1191,1066,0,0,0
"ANAPC11|ANAPC11",57,333,184,1727,659,725
"LOC112530034|LOC112530034",8,27,49,36,26,23
"LOC107054755|LOC107054755",11,25,79,0,0,0
"SPAG9|SPAG9",592,1443,2435,0,0,0
"TOB1|TOB1",646,1915,2254,637,295,217
"ANKRD40|ANKRD40",65,221,185,995,333,463
"ANKRD40L|ANKRD40L",356,1276,1395,8303,4970,4487
"LUC7L3|LUC7L3",901,2396,3957,1641,630,900
"ABCC3|ABCC3",116,128,469,4687,1469,1865
"MIR1637|MIR1637",0,0,0,812,380,402
"SPATA20|SPATA20",474,2449,1904,371,209,189
"EPN3|EPN3",832,4158,3487,1065,450,375
"MYCBPAP|MYCBPAP",410,1000,1233,724,434,322
"CHAD|CHAD",13,23,45,76670,22605,13571
"ACSF2|ACSF2",828,2400,3018,0,0,0
"LRRC59|LRRC59",711,2846,2896,6855,2894,4492
"EME1|EME1",32,119,123,539,288,330
"MRPL27|MRPL27",166,936,582,1848,838,1032
"LOC422106|LOC422106",67,519,411,236,115,107
"XYLT2|XYLT2",179,650,782,1874,803,842
"CD300LG|CD300LG",42,78,210,1445,674,810
"SLC9A3R1|SLC9A3R1",1250,5308,3667,1504,590,453
"NAT9|NAT9",177,629,597,467,227,196
"FDXR|FDXR",493,2984,2153,360,171,196
"FADS6|FADS6",3344,16156,9332,5,0,3
"OTOP2|OTOP2",181,391,452,0,0,0
"CDR2L|CDR2L",7,0,6,36,28,14
"HID1|HID1",552,1865,2105,708,315,290
"MIR1580|MIR1580",1,3,2,1875,1001,900
"ERR2984226.19223|MIR1580",1,1,1,193,168,126
"MRPL58|MRPL58",101,451,335,900,530,443
"TRNAR-CCU_2",0,0,0,84,39,61
"ATP5H|ATP5H",1284,5648,3919,38,31,11
"KCTD2|KCTD2",1463,5232,6071,0,0,0
"SLC16A5|SLC16A5",331,1225,1127,1178,390,566
"ARMC7|ARMC7",183,720,683,50,55,20
"JPT1|JPT1",381,1315,1275,1443,698,591
"SUMO2|SUMO2",814,3016,3124,223,179,74
"SLC25A19|SLC25A19",192,519,603,336,272,159
"NUP85|NUP85",1028,3308,3739,10717,2854,3594
"LOC107054750|LOC107054750",99,239,421,12,17,10
"MRPS7|MRPS7",572,3048,2371,742,487,442
"TMEM94|TMEM94",394,938,1433,6900,2928,3393
"CASKIN2|CASKIN2",622,1857,2095,312,242,107
"LLGL2|LLGL2",1112,3065,4498,10151,3051,3868
"TSEN54|TSEN54",179,520,723,937,312,326
"LOC425117|LOC425117",384,902,975,1512,206,466
"LOC112530040|LOC112530040",158,474,462,92,23,54
"LOC107056305|LOC107056305",147,264,536,164,152,120
"LOC107050315|LOC107050315",691,4001,2177,789,245,299
"TMEM107|TMEM107",59,142,114,124,85,120
"LOC107050152|LOC107050152",10,98,139,985,369,478
"LOC101751399|LOC101751399",245,1935,1008,1678,641,734
"LOC112529957|LOC112529957",20,136,74,100,37,27
"LOC107054771|LOC107054771",42,162,139,2077,719,912
"NAA38|NAA38",142,1098,783,855,429,234
"LOC107054772|LOC107054772",0,0,0,34,17,39
"DDX25|DDX25",49,219,265,527,222,209
"LOC107057188|LOC107057188",141,840,622,1,1,1
"BORL4|BORL4",149,1016,617,134,58,125
"ODF3L6|ODF3L6",12,89,51,38,15,23
"LOC107050024|LOC107050024",69,436,190,1960,844,1103
"LOC107057249|LOC107057249",25,152,85,390,294,248
"LOC107057189|LOC107057189",18,224,80,194,68,52
"BORL1|BORL1",35,219,171,932,403,338
"ODF3L15|ODF3L15",166,1371,728,1379,1041,651
"VPS37D|VPS37D",40,107,61,970,386,478
"DNAJC30|DNAJC30",209,964,751,1660,614,639
"WBSCR22|WBSCR22",147,811,696,12,6,9
"STX1A|STX1A",135,640,447,0,1,1
"MKS1|MKS1",94,383,539,1,4,3
"MLXIPL|MLXIPL",1266,4689,4370,3299,1524,1800
"BAZ1B|BAZ1B",1400,4419,5702,473,178,245
"FZD9|FZD9",1017,7218,5228,560,224,153
"TRIM50|TRIM50",0,0,0,721,162,317
"NSUN5|NSUN5",110,567,361,13,0,8
"HIP1|HIP1",82,275,474,169,119,92
"TRIM58|TRIM58",126,441,775,66,32,31
"CCL4|CCL4",19,46,96,1,2,1
"CCL4_1|CCL4",9,17,63,259,151,98
"CCL5|CCL5",66,102,216,886,318,271
"LOC107054775|LOC107054775",0,0,0,4283,1636,1214
"TSPOAP1|TSPOAP1",116,244,452,770,386,132
"LOC101747644|LOC101747644",12,26,10,995,486,389
"SUPT4H1|SUPT4H1",279,1213,893,8,9,9
"RNF43|RNF43",422,1308,1948,248,157,107
"ABHD11|ABHD11",68,320,238,1780,722,892
"LOC101748946|LOC101748946",0,11,19,2453,879,843
"MTMR4|MTMR4",660,2064,2609,457,198,143
"MIR1698-1|MIR1698-1",0,0,0,2385,803,1043
"MIR1698-1",0,0,0,574,327,376
"CASP1|CASP1",427,2116,1849,628,227,123
"CLDN3|CLDN3",39,109,156,236,93,127
"CLDN9|CLDN9",0,2,2,19839,7376,9124
"CLDN4|CLDN4",8,11,4,1947,558,603
"WBSCR27|WBSCR27",1216,6704,3140,174,73,149
"ELN|ELN",68,180,63,1048,510,517
"LIMK1|LIMK1",266,1147,875,7117,2423,2190
"SEPT4|SEPT4",12,34,14,746,239,342
"SBDS|SBDS",813,2796,3420,7012,5925,6339
"AUTS2|AUTS2",48,95,147,684,274,361
"LOC112530080|LOC112530080",0,0,0,127,241,37
"MIR1567|MIR1567",0,0,0,1139,611,623
"MIR1567",0,0,0,2587,1010,1327
"MIR1587|MIR1587",0,0,0,230,62,53
"MIR1587",0,0,0,945,415,410
"LOC107054782|LOC107054782",0,0,0,1308,580,632
"GATSL2|GATSL2",58,82,117,2302,831,917
"RCC1L|RCC1L",176,382,487,2190,899,765
"NCF1|NCF1",83,137,237,4,3,2
"GTF2I|GTF2I",244,970,1187,1,1,1
"GTF2IRD1|GTF2IRD1",79,563,660,521,331,256
"LOC107054784|LOC107054784",0,9,16,348,167,129
"CLIP2|CLIP2",43,93,246,52,20,20
"LOC101747302|LOC101747302",21,25,20,42,37,6
"RFC2|RFC2",86,395,319,11266,6389,4781
"EIF4H|EIF4H",2534,9030,10859,1650,660,655
"ERR2984226.19398|MIR7444",1,1,1,100,35,26
"MIR7444|MIR7444",4,9,12,404,221,176
"UBE2G1|UBE2G1",715,2612,2737,0,0,0
"ANKFY1|ANKFY1",1129,2675,4594,113,31,62
"CYB5D2|CYB5D2",258,932,820,0,0,0
"MIR6592|MIR6592",1,3,7,844,570,288
"ATP2A3|ATP2A3",219,319,1179,23,26,8
"P2RX1|P2RX1",10,24,39,3037,1670,1669
"CAMKK1|CAMKK1",82,198,287,86,81,28
"MIS12|MIS12",17,100,37,0,0,0
"DERL2|DERL2",292,1148,1281,1401,738,847
"DHX33|DHX33",214,799,837,2386,1641,1111
"C1QBP|C1QBP",924,3864,3302,656,279,283
"RPAIN|RPAIN",50,211,182,4872,2484,2100
"NUP88|NUP88",417,1414,1535,219,159,80
"RABEP1|RABEP1",1159,4816,6213,6118,1634,2431
"LOC107054786|LOC107054786",120,314,330,1,0,1
"IFT22|IFT22",77,267,268,0,0,0
"COL26A1|COL26A1",29,105,172,0,0,0
"HSD3B7|HSD3B7",484,915,1240,3,3,2
"SH2B2|SH2B2",49,123,246,1,1,1
"LOC417507|LOC417507",10,26,25,974,204,289
"CUX1|CUX1",654,1981,2477,20,4,5
"ORAI2|ORAI2",147,455,844,1,1,1
"PRKRIP1|PRKRIP1",182,733,809,2896,875,1027
"LRWD1|LRWD1",199,868,1082,11,8,9
"ALKBH4|ALKBH4",26,115,115,1020,453,457
"POLR2J|POLR2J",147,220,308,656,230,296
"RASA4|RASA4",431,2207,1719,0,0,0
"DTX2|DTX2",78,316,357,2864,1254,1182
"LOC112530066|LOC112530066",11,107,61,178,92,104
"YWHAG|YWHAG",586,2262,2501,264,122,74
"HSPB1|HSPB1",27,71,42,2479,950,1041
"MDH2|MDH2",2271,8067,8186,1519,642,742
"RASL10B|RASL10B",0,0,0,1551,672,756
"POR|POR",3187,17856,15560,6824,2946,3335
"RHBDD2|RHBDD2",15,65,69,3219,2041,1594
"TMEM120A|TMEM120A",144,652,622,154,145,103
"UNC45B|UNC45B",0,0,0,2420,1778,1372
"LOC112530091|LOC112530091",0,0,0,136,108,82
"AP2B1|AP2B1",463,1311,1701,248,145,95
"PEX12|PEX12",85,282,222,173,116,123
"LOC107054789|LOC107054789",5,23,24,701,382,399
"RAD51D|RAD51D",61,282,206,301,122,169
"LIG3|LIG3",399,1075,1432,2545,857,1253
"CCL1|CCL1",75,145,216,1,1,1
"CCL26|CCL26",543,794,2898,14,0,7
"LOC101750143|LOC101750143",0,0,0,2499,1418,1190
"MRPS17|MRPS17",484,2077,1728,134,29,30
"GBAS|GBAS",563,1837,1846,1741,687,775
"SUMF2|SUMF2",165,892,489,2093,952,1021
"PHKG1|PHKG1",690,3007,2037,876,269,177
"CHCHD2|CHCHD2",2871,12316,9406,155,212,229
"PSPH|PSPH",61217,105342,126070,1826,1005,903
"CCT6A|CCT6A",1463,5343,6049,183,81,84
"LOC112530093|LOC112530093",3,5,7,51,72,35
"LOC112530092|LOC112530092",2,3,5,1847,811,861
"LOC107054792|LOC107054792",41,135,157,8386,3820,3981
"ASL2|ASL2",29,56,151,2350,799,991
"ASL1|ASL1",11,35,41,0,0,0
"CRCP|CRCP",422,1399,1338,415,140,104
"TRNAG-GCC_6",0,0,0,219654,96864,87673
"VKORC1L1|VKORC1L1",123,523,670,1567,665,697
"GUSB|GUSB",1433,4359,4996,135,35,72
"KCTD7|KCTD7",9,58,53,8014,3959,8297
"LOC112530083|LOC112530083",185,525,762,8,9,17
"TMEM248|TMEM248",700,3325,3944,0,0,0
"LRRC75A|LRRC75A",19,25,44,269,223,267
"LOC417551|LOC417551",30,213,114,21,9,8
"INPP5K|INPP5K",440,1336,1831,303,206,108
"MYO1C|MYO1C",1064,2940,4239,0,0,0
"NCBP3|NCBP3",165,480,687,0,0,0
"CRK|CRK",625,1797,2470,42,24,7
"PITPNA|PITPNA",541,1533,2073,934,384,389
"SLC43A2|SLC43A2",910,2130,2683,334,148,73
"SCARF1|SCARF1",225,624,976,11,7,11
"RILP|RILP",264,723,614,585,322,304
"MIR22|MIR22",5,14,5,438,184,147
"WDR81|WDR81",298,916,1181,4552,3438,3088
"SMYD4|SMYD4",117,500,574,9,9,9
"SERPINF1|SERPINF1",437,1476,1404,2188,878,633
"DPH1|DPH1",134,412,383,70,42,40
"LOC107054798|LOC107054798",10,24,55,84,38,45
"HIC1|HIC1",152,424,842,2450,1084,875
"SMG6|SMG6",166,533,813,732,509,219
"MIR1666|MIR1666",0,0,0,32334,10543,5520
"MIR1666",0,0,0,639,500,337
"MIR1696|MIR1696",0,0,0,12085,4502,4482
"MIR1696",0,0,0,109,259,70
"SRR|SRR",40,128,87,404,169,161
"LOC112530095|LOC112530095",0,3,2,705,424,433
"TSR1|TSR1",421,1712,1658,1222,406,477
"POLDIP2|POLDIP2",998,3591,3391,7159,2580,2576
"SEBOX|SEBOX",46,194,142,0,0,0
"SARM1|SARM1",76,357,431,1334,643,690
"SLC46A1|SLC46A1",226,723,647,3850,1706,2075
"PIGS|PIGS",219,987,516,3,4,1
"ALDOC|ALDOC",146,391,442,208,231,191
"SPAG5|SPAG5",15,26,35,1377,544,375
"LOC107054803|LOC107054803",0,0,0,801,395,352
"KIAA0100|KIAA0100",541,1571,2465,85,30,53
"KIF12|KIF12",11,19,55,757,737,273
"VTN|VTN",35431,124714,82804,6,15,16
"SDF2|SDF2",173,683,399,375,280,159
"SUPT6H|SUPT6H",608,1143,2096,89,58,23
