gene_id,CN_2w_2,CN_2w_1,CN_3hr_3,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_3,HT_3hr_4
SKIV2L2|SKIV2L2,248,720,533,1291,709,323,265,189
PLPP1|PLPP1,988,3151,1535,3055,109,42,49,47
IL31RA|IL31RA,75,148,92,435,17,17,0,7
IL6ST|IL6ST,1753,4537,3014,8171,1487,333,356,290
LOC770078|LOC770078,0,23,7,7,3047,1283,1009,685
ANKRD55|ANKRD55,0,0,0,7,16,18,18,10
LOC107051943|LOC107051943,3,0,0,0,1493,610,474,396
LOC107051944|LOC107051944,9,12,15,21,0,0,0,0
LOC112530628|LOC112530628,0,0,0,0,557,441,387,239
LOC107051945|LOC107051945,0,0,0,0,856,416,370,318
MAP3K1|MAP3K1,379,776,580,1476,1031,566,507,483
SETD9|SETD9,72,460,109,283,1417,495,670,573
MIER3|MIER3,88,328,247,543,598,279,278,206
GPBP1|GPBP1,94,317,196,465,17653,7754,16515,12867
PLK2|PLK2,1283,3532,1421,3106,51533,22066,51484,41106
RAB3C|RAB3C,0,0,0,11,124813,45598,80202,88521
DEPDC1B|DEPDC1B,0,0,8,5,649,332,230,196
ELOVL7|ELOVL7,40,74,43,168,2274,872,1094,863
PDE4D|PDE4D,42,56,40,221,460,132,160,99
LOC101751613|LOC101751613,0,0,0,0,819,369,339,323
LOC112530772|LOC112530772,0,0,0,5,5,2,4,1
ERCC8|ERCC8,66,159,120,234,34,14,20,12
SMIM15|SMIM15,329,1153,668,1356,9,3,3,2
NDUFAF2|NDUFAF2,87,357,209,237,210,68,84,108
ZSWIM6|ZSWIM6,47,113,43,186,993,405,512,401
KIF2A|KIF2A,220,682,559,901,1728,659,514,419
DIMT1|DIMT1,69,326,155,264,559,331,283,253
IPO11|IPO11,225,619,381,810,0,0,0,0
LOC112530511|LOC112530511,0,0,0,0,313,136,126,102
LRRC70|LRRC70,8,16,32,38,712,254,263,186
RNF180|RNF180,0,4,8,0,3481,1710,2057,1337
RGS7BP|RGS7BP,15,19,11,69,175,76,68,60
SREK1IP1|SREK1IP1,12,87,52,106,1620,700,811,650
CWC27|CWC27,86,294,153,333,4134,1195,824,717
ADAMTS6|ADAMTS6,15,17,14,27,577,146,174,142
LOC427161|LOC427161,5,0,17,6,742,390,353,302
CENPK|CENPK,12,55,50,28,20628,13154,16832,13396
PPWD1|PPWD1,95,315,171,360,67,31,48,44
TRIM23|TRIM23,81,192,145,411,5791,2055,2121,1807
TRAPPC13|TRAPPC13,102,387,274,422,633,258,193,258
SGTB|SGTB,206,525,302,663,45,28,25,31
NLN|NLN,126,394,236,573,131,66,40,49
ERBIN|ERBIN,438,1123,846,2284,395,140,98,144
SREK1|SREK1,517,1046,840,1916,577,304,260,246
CD180|CD180,16,23,53,135,529,248,282,162
MAST4|MAST4,101,144,91,294,95,55,42,25
PIK3R1|PIK3R1,1352,4524,3044,4068,197,110,153,122
LOC107051951|LOC107051951,0,41,25,62,17,0,19,6
LOC101750551|LOC101750551,66,92,40,171,4,3,6,0
SLC30A5|SLC30A5,573,1532,1003,2279,346,171,111,88
CENPH|CENPH,21,123,62,52,675,216,125,147
MRPS36|MRPS36,252,1875,857,993,2036,1250,752,595
CDK7|CDK7,163,435,245,484,11137,5102,5159,3276
SERINC5|SERINC5,263,1148,656,1352,494,101,107,184
THBS4|THBS4,0,90,25,302,7596,4447,4215,3452
MTX3|MTX3,237,716,409,1030,315,131,169,78
CMYA5|CMYA5,0,5,10,26,1277,677,466,350
PAPD4|PAPD4,182,516,402,957,0,1,1,2
LOC101748033|LOC101748033,0,0,0,0,1420,374,500,418
HOMER1|HOMER1,103,362,262,302,65,22,80,21
JMY|JMY,173,264,246,468,0,0,0,0
AP3B1|AP3B1,327,716,394,1166,285,125,92,81
TBCA|TBCA,993,2824,3242,3257,1702,872,1225,943
LHFPL2|LHFPL2,13,0,0,79,395,241,357,184
BHMT|BHMT,15898,34331,18832,41512,8384,5067,4720,3477
DMGDH|DMGDH,1469,3198,1743,4701,6542,2807,2699,1928
ARSB|ARSB,212,495,276,630,33343,14261,12423,10208
LOC100858739|LOC100858739,18,44,14,40,3,0,2,0
SCAMP1|SCAMP1,141,449,229,694,8,1,2,0
WDR41|WDR41,59,154,112,273,1535,487,477,489
PDE8B|PDE8B,3,21,0,21,482,189,191,138
LOC112530794|LOC112530794,0,6,10,2,3985,7277,2981,2860
LOC107051953|LOC107051953,33,164,64,157,0,0,0,0
AGGF1|AGGF1,90,284,151,375,928,366,342,387
CRHBP|CRHBP,0,0,0,0,5129,2864,1856,2010
S100Z|S100Z,22,95,19,77,3076,974,448,573
F2RL1|F2RL1,206,483,592,478,411,201,290,119
F2R|F2R,43,65,38,220,5931,4803,3777,3059
LOC100857549|LOC100857549,12,27,16,13,1030,368,318,267
IQGAP2|IQGAP2,1160,1865,1688,4240,685,702,967,578
F2RL2|F2RL2,20,11,21,46,11963,8139,7746,6027
POC5|POC5,17,60,13,59,2596,983,956,866
ANKDD1B|ANKDD1B,21,55,25,105,258,119,111,84
LOC112530774|LOC112530774,0,6,10,8,0,0,0,3
POLK|POLK,161,373,259,642,8297,4772,5275,3886
COL4A3BP|COL4A3BP,308,663,512,1393,221,84,61,69
MED18|MED18,161,407,212,569,0,0,0,5
HMGCR|HMGCR,2653,6643,3373,4737,3228,1614,725,583
ANKRD31|ANKRD31,53,107,58,84,1805,706,614,617
GCNT4|GCNT4,207,472,501,615,3,0,0,0
FAM169A|FAM169A,5,0,6,12,146,94,85,70
NSA2|NSA2,332,1079,778,1171,352,200,202,199
GFM2|GFM2,137,392,279,504,8657,2898,2139,2418
HEXB|HEXB,157,290,217,644,85,18,51,0
ENC1|ENC1,19,66,75,152,4,0,0,3
LOC101750462|LOC101750462,0,0,4,0,10346,3169,1702,1836
ARHGEF28|ARHGEF28,27,52,13,116,12554,4172,2600,2657
LOC101750669|LOC101750669,5,19,0,17,2492,688,800,961
ANKRA2|ANKRA2,194,648,376,829,1191,519,610,469
UTP15|UTP15,224,715,310,794,41,30,19,19
BTF3|BTF3,462,1829,966,1468,571,398,206,120
TMEM174|TMEM174,25,42,32,48,1899,1059,739,638
LOC101748165|LOC101748165,0,2,3,5,1240,397,498,453
FCHO2|FCHO2,512,1039,753,2319,438,202,155,206
LOC101751521|LOC101751521,0,0,0,0,2129,984,917,756
TNPO1|TNPO1,580,1368,1061,2189,208,81,85,54
ZNF366|ZNF366,13,10,8,80,153,37,26,22
PTCD2|PTCD2,53,223,101,203,151,206,98,74
MRPS27|MRPS27,239,767,456,818,566,230,260,215
MAP1B|MAP1B,9,12,3,7,157,112,133,68
PGM5|PGM5,23,44,23,61,2227,1466,1223,1111
LOC112530649|LOC112530649,1,0,2,1,11,9,0,0
DOCK8|DOCK8,195,173,116,1001,675,295,242,225
LOC101748473|LOC101748473,6,14,18,22,93,30,65,49
CBWD1|CBWD1,279,763,491,949,332,105,143,153
KANK1|KANK1,571,1555,909,2148,92,68,152,86
DMRT2|DMRT2,0,0,0,0,68,42,21,51
SMARCA2|SMARCA2,1164,2430,2064,4524,338,195,152,118
VLDLR|VLDLR,103,157,79,485,997,429,389,361
PUM3|PUM3,162,635,305,699,0,0,0,0
RFX3|RFX3,180,391,332,634,197,88,140,86
LOC769359|LOC769359,0,0,0,0,4790,2055,2014,1705
GLIS3|GLIS3,8,11,16,36,65,47,27,22
LOC107052279|LOC107052279,0,7,6,17,4,0,0,0
SLC1A1|SLC1A1,1121,3702,1627,4065,376,168,145,131
LOC107052290|LOC107052290,3,7,5,7,8476,2532,1951,1983
LOC107052291|LOC107052291,7,20,28,45,826,330,291,218
LOC107052264|LOC107052264,0,2,0,1,0,0,0,0
LOC107052295|LOC107052295,10,26,25,41,0,0,0,0
LOC107052296|LOC107052296,0,2,1,2,0,0,0,0
LOC107052299|LOC107052299,3,12,11,17,0,0,0,0
LOC107052293|LOC107052293,2,6,4,7,2926,1699,1543,1326
LOC112530632|LOC112530632,2,4,2,2,3,0,0,6
LOC107052274|LOC107052274,0,1,1,1,0,0,0,0
LOC112530581|LOC112530581,27,68,42,67,0,0,0,0
LOC107052273|LOC107052273,6,13,14,24,683,409,362,400
LOC107052275|LOC107052275,28,50,40,111,10,0,19,6
LOC112530634|LOC112530634,3,9,7,10,171,100,80,81
LOC107052285|LOC107052285,8,16,11,26,7596,3939,4181,3000
LOC107052287|LOC107052287,6,13,6,18,17,18,18,13
LOC112530666|LOC112530666,2,8,4,10,2573,972,1375,816
LOC107052282|LOC107052282,3,7,5,12,0,0,0,0
LOC112530603|LOC112530603,2,9,4,11,734,285,419,265
LOC107052280|LOC107052280,8,26,18,37,0,0,0,0
LOC101750037|LOC101750037,22,79,49,124,534,167,304,253
LOC112530604|LOC112530604,19,49,24,82,649,345,312,350
LOC107052260|LOC107052260,66,103,72,211,159,53,52,100
LOC100859072|LOC100859072,408,1211,887,1953,214,89,91,86
LOC112530611|LOC112530611,117,365,191,399,50,35,37,32
LOC107052259|LOC107052259,37,101,53,136,88,9,38,28
LOC107052261|LOC107052261,75,263,98,470,9524,3623,3698,4226
LOC107052262|LOC107052262,10,22,16,57,168,48,33,62
LOC112530612|LOC112530612,83,116,85,438,61,29,41,27
LOC112530614|LOC112530614,58,90,68,327,47338,18530,18348,8317
LOC112530615|LOC112530615,22,31,28,132,8214,4749,5808,5228
LOC112530613|LOC112530613,16,23,19,84,111,51,29,41
AK3|AK3,2350,8976,5386,7403,2366,1220,1721,1315
CDC37L1|CDC37L1,517,1587,875,1726,4,3,1,0
MIR101-1|MIR101-1,0,0,0,0,137,35,84,85
MIR101-1,0,0,0,0,7,0,0,0
RCL1|RCL1,622,2447,1535,2706,23,8,6,0
JAK2|JAK2,336,658,630,1601,0,0,0,0
LOC107052271|LOC107052271,4,0,0,5,0,0,0,0
CD274|CD274,27,71,82,343,4153,2505,2861,2391
LOC112530672|LOC112530672,60,197,83,171,0,0,0,0
PDCD1LG2|PDCD1LG2,88,102,95,477,531,573,542,410
RIC1|RIC1,467,1073,741,1809,3,3,1,1
MIR6669|MIR6669,5,8,12,10,2,1,1,0
ERR2984226.24825|MIR6669,1,1,1,1,2,1,1,2
LOC101750948|LOC101750948,0,0,0,0,2,1,1,2
MLANA|MLANA,0,0,0,0,3,1,1,1
KIAA2026|KIAA2026,365,774,551,1147,2,3,1,1
LOC107052267|LOC107052267,0,0,2,2,148,53,41,49
ERMP1|ERMP1,332,885,544,1495,8,0,2,3
LOC100858941|LOC100858941,36,88,64,165,1,0,1,1
UHRF2|UHRF2,262,920,448,1310,283,95,111,125
KDM4C|KDM4C,188,459,296,763,72,26,41,50
LOC107052258|LOC107052258,5,0,0,0,344,225,163,144
GLDC|GLDC,10519,39604,19810,49829,12,0,11,3
PTPRD|PTPRD,5,12,4,18,536,183,179,200
LOC107052265|LOC107052265,0,0,0,7,42,23,28,15
LURAP1L|LURAP1L,39,135,114,141,23,0,8,0
MPDZ|MPDZ,72,157,116,331,7566,2687,2505,2813
LOC107052288|LOC107052288,12,152,52,663,46,6,10,14
ZDHHC21|ZDHHC21,104,183,179,493,35,37,23,11
NFIB|NFIB,407,1083,958,1431,0,14,0,0
LOC107052301|LOC107052301,0,0,0,0,77,26,40,61
TRNAH-GUG_6,0,0,0,0,0,0,0,0
LOC112530522|LOC112530522,0,0,0,0,717,397,496,457
CER1|CER1,0,0,0,0,36,5,17,24
FREM1|FREM1,35,93,25,204,53,51,44,44
TTC39B|TTC39B,358,898,475,1336,40,50,29,13
LOC107052292|LOC107052292,30,39,22,62,489,234,211,230
PSIP1|PSIP1,219,719,442,931,0,0,0,0
CCDC171|CCDC171,37,96,31,101,0,0,6,4
BNC2|BNC2,8,10,5,9,1382,620,727,701
LOC112530775|LOC112530775,0,0,2,0,2,0,3,0
LOC107052269|LOC107052269,60,185,103,220,1,0,1,0
CNTLN|CNTLN,9,29,16,29,309,142,104,234
SAXO1|SAXO1,0,0,0,4,1329,587,715,779
HAUS6|HAUS6,62,413,152,423,759,321,483,502
LOC112530787|LOC112530787,1,9,0,3,381,205,174,170
DENND4C|DENND4C,356,705,598,1254,78,44,30,62
PLIN2|PLIN2,6987,15564,12526,17507,288,209,261,167
ACER2|ACER2,40,63,55,131,0,0,0,0
SLC24A2|SLC24A2,5,15,5,29,120,525,55,29
RPS6|RPS6,7063,27437,14461,21016,44,7,5,8
MLLT3|MLLT3,76,205,122,324,1112,455,367,468
HACD4|HACD4,8,17,19,57,4,15,34,47
FOCAD|FOCAD,118,314,229,606,687,375,434,432
LOC107052276|LOC107052276,0,0,0,0,154,67,69,100
LOC112530588|LOC112530588,6,5,6,20,950,404,407,457
LOC107052314|LOC107052314,0,0,0,0,0,0,0,5
RFKL|RFKL,70,231,160,366,19,4,3,0
PIP5K1B|PIP5K1B,12,40,25,71,325,145,55,132
TJP2|TJP2,579,1673,1154,2522,14,0,8,5
MIR1556|MIR1556,0,0,0,3,4165,1405,1073,1324
MIR1556,0,0,0,1,105,56,114,57
FXN|FXN,53,157,122,160,3509,1109,1665,1198
FAM189A2|FAM189A2,37,101,81,175,613,218,279,260
APBA1|APBA1,25,17,11,97,8,4,4,0
PTAR1|PTAR1,91,116,89,303,2040,1143,1013,1049
MIR1416|MIR1416,0,0,0,0,1826,831,847,707
MIR1416,0,0,0,0,3,0,2,0
MAMDC2|MAMDC2,9,18,8,65,0,0,1,0
SMC5|SMC5,124,300,145,434,247,39,92,33
KLF9|KLF9,301,948,1254,1413,843,259,324,354
LOC107052316|LOC107052316,0,0,0,4,1590,609,739,743
TMEM2|TMEM2,124,280,169,697,3170,1279,979,1076
ABHD17B|ABHD17B,116,378,281,436,8,4,15,15
C9orf85|C9orf85,73,249,139,230,39344,16316,21769,20934
GDA|GDA,60,119,59,219,29,27,25,7
ZFAND5|ZFAND5,203,532,279,605,148,53,91,82
TMC1|TMC1,0,8,0,4,8933,3220,3356,2876
LOC101750148|LOC101750148,0,0,0,0,1703,1044,907,867
ANXA1|ANXA1,35,62,32,188,10104,6040,6793,6074
LOC112530584|LOC112530584,8,16,6,6,5,1,1,4
ALDH1A1|ALDH1A1,3560,8323,5168,11570,4,3,2,2
CZH9ORF40|CZH9ORF40,54,215,96,209,5,2,4,4
CARNMT1|CARNMT1,255,894,569,978,0,1,2,1
NMRK1|NMRK1,177,611,437,498,400,128,58,122
OSTF1|OSTF1,356,788,481,1553,1321,475,489,447
LOC112530547|LOC112530547,1,2,0,1,0,0,0,0
PCSK5|PCSK5,28,41,31,128,341,113,121,110
RFK|RFK,815,2049,1367,1951,13,47,5,6
GCNT1|GCNT1,31,19,31,128,253,110,92,105
LOC107052319|LOC107052319,0,0,0,0,788,448,659,473
PRUNE2|PRUNE2,8,5,0,10,703,316,322,310
LOC112530518|LOC112530518,0,0,0,0,0,0,0,7
VPS13A|VPS13A,153,331,314,715,866,316,332,404
GNA14|GNA14,0,0,0,0,55,28,32,58
GNAQ|GNAQ,272,526,411,770,5934,2205,3413,2896
CEP78|CEP78,154,593,395,524,19,5,9,6
LOC107052307|LOC107052307,0,0,0,0,34,15,0,6
PSAT1|PSAT1,13306,43661,25296,57021,464,172,195,155
TLE4Z1|TLE4Z1,88,208,209,363,10,6,0,4
LOC112530660|LOC112530660,2,1,1,1,115,108,55,57
TLE1|TLE1,337,759,539,923,0,0,0,0
RASEF|RASEF,0,0,6,21,1633,778,784,908
FRMD3|FRMD3,40,99,63,137,298,838,39,15
LOC107052321|LOC107052321,0,0,0,0,19435,7592,6886,7125
IDNK|IDNK,142,562,365,511,765,313,407,300
UBQLN1|UBQLN1,627,2094,1160,2716,9,6,0,6
GKAP1|GKAP1,523,1480,885,2145,891,438,412,459
KIF27|KIF27,48,56,57,113,156,78,127,90
CZH9orf64|CZH9orf64,86,412,232,504,210,66,95,77
RMI1|RMI1,50,144,99,212,117,49,79,57
MIR7-1,0,1,1,1,0,4,0,0
HNRNPK|HNRNPK,1010,3277,1790,4154,792,448,354,461
MIR7-1|MIR7-1,1,5,4,12,0,0,36,10
SLC28A3|SLC28A3,10,10,10,34,0,0,0,0
NTRK2|NTRK2,7,12,9,22,0,0,0,0
AGTPBP1|AGTPBP1,12,23,14,93,333,82,98,92
NAA35|NAA35,245,615,350,967,821,372,400,357
GOLM1|GOLM1,498,1572,1060,2260,1271,421,561,458
ISCA1|ISCA1,270,923,660,908,0,0,0,0
ZCCHC6|ZCCHC6,305,579,467,987,11,7,14,15
GAS1|GAS1,35,138,50,71,10,6,20,19
DAPK1|DAPK1,170,327,266,858,2,4,15,4
LOC101750974|LOC101750974,0,0,0,0,3,2,14,7
CTSV|CTSV,2117,3877,3408,5830,8,6,16,16
CZH9ORF3|CZH9ORF3,53,113,92,191,2,2,10,2
LOC107052325|LOC107052325,12,36,14,36,4,5,11,5
MIR23B|MIR23B,0,0,0,0,16,2,16,16
MIR23B,0,0,0,0,11,9,22,21
MIR27B|MIR27B,0,0,0,0,7,8,10,9
MIR27B,0,0,0,0,1,1,4,1
MIR24-2|MIR24-2,2,0,0,2,0,1,2,0
ERR2984226.24978|MIR24-2,1,0,0,1,0,1,0,0
FANCC|FANCC,31,121,54,121,4311,1686,2203,2001
LOC112530773|LOC112530773,12,21,4,33,2217,891,1093,1195
PTCH1|PTCH1,78,171,115,258,0,0,0,0
LOC112530576|LOC112530576,8,30,20,12,95,29,38,29
FBP2|FBP2,61,105,56,111,573,253,329,238
LOC107052323|LOC107052323,10,21,14,12,73,136,17,23
FBP1|FBP1,13660,50387,29643,40805,82,19,18,15
LOC107052326|LOC107052326,16,93,79,38,990,139,151,132
ERCC6L2|ERCC6L2,119,254,220,460,953,336,354,381
HSD17B3|HSD17B3,0,6,9,16,26,90,123,86
SLC35D2|SLC35D2,8,8,0,19,2422,4392,3358,2697
ZNF367|ZNF367,41,168,132,159,1754,1202,1356,1212
HABP4|HABP4,9,12,16,24,835,459,494,386
CDC14B|CDC14B,205,397,305,645,2073,1036,1050,1115
AAED1|AAED1,8,38,37,24,4915,2713,2430,1764
LOC107052328|LOC107052328,0,0,0,0,621,352,385,316
LOC770548|LOC770548,0,0,0,0,552,187,126,89
CNTNAP4|CNTNAP4,0,0,0,0,1641,569,537,331
SPIN1Z|SPIN1Z,333,750,581,1356,0,0,3,0
LOC101747883|LOC101747883,0,6,0,4,172,291,134,116
NXNL2|NXNL2,84,492,331,591,129,727,137,96
S1PR3|S1PR3,0,8,4,8,0,0,2,0
SHC3|SHC3,0,0,0,0,597,292,367,331
LOC107052331|LOC107052331,0,0,0,0,43,25,17,15
CKS2|CKS2,4,0,3,6,0,0,0,0
SEMA4D|SEMA4D,412,824,617,1125,7,2,3,7
SECISBP2|SECISBP2,332,861,574,1173,13703,4543,3186,3284
GADD45G|GADD45G,516,1035,1002,668,1536,605,768,599
LOC101748847|LOC101748847,0,0,0,0,427,163,178,195
LOC112530679|LOC112530679,0,0,0,5,14,1,0,0
SYK|SYK,20,34,50,188,2005,670,756,614
TPPP2|TPPP2,16,16,16,17,3946,1164,1648,1345
AUH|AUH,394,1089,751,1353,677,229,381,399
NFIL3|NFIL3,378,899,506,1366,16,12,0,0
SPTLC1|SPTLC1,1019,1991,1547,2784,168,42,55,60
LOC101749363|LOC101749363,94,178,152,317,0,0,0,0
CDC42SE2|CDC42SE2,82,109,80,410,67,52,93,69
LOC101749463|LOC101749463,0,0,0,0,4,5,2,0
ACTL7A|ACTL7A,0,3,6,4,14,8,11,0
LYRM7|LYRM7,85,273,186,306,69,55,32,30
MIR1456,0,0,1,0,33,12,19,0
MIR1456|MIR1456,1,1,3,1,134,68,43,38
HINT1Z|HINT1Z,610,2893,1519,1708,275,231,190,103
CHSY3|CHSY3,3,0,4,7,155,55,71,29
ADAMTS19|ADAMTS19,4,0,4,31,16,0,11,6
ISOC1|ISOC1,246,594,378,522,0,4,0,0
LOC107052339|LOC107052339,0,0,0,0,0,0,0,0
SLC27A6|SLC27A6,9,22,0,36,4,7,0,7
YTHDC2|YTHDC2,345,578,551,1285,590,332,288,315
LOC112530796|LOC112530796,6,13,13,24,4769,1661,1155,1157
MCC|MCC,89,204,176,429,5,0,0,0
DCP2|DCP2,14,37,8,117,51,112,31,31
LOC101748231|LOC101748231,0,0,0,0,789,492,443,334
REEP5|REEP5,133,400,220,404,3065,1077,912,772
SRP19|SRP19,284,1601,704,1691,3659,1538,1498,1276
APC|APC,286,682,477,1512,688,331,445,270
LOC112530585|LOC112530585,0,0,0,0,74,43,39,40
EPB41L4A|EPB41L4A,527,1213,633,1928,4,0,4,0
LOC112530790|LOC112530790,0,3,1,5,45,20,26,15
LOC107052340|LOC107052340,97,391,375,239,78,44,45,39
NREP|NREP,389,1370,337,562,696,603,344,311
STARD4|STARD4,684,2050,1746,1751,21,15,0,9
CAMK4|CAMK4,0,19,4,6,416,169,157,169
WDR36|WDR36,141,637,266,589,10,0,0,0
SLC25A46|SLC25A46,139,318,191,572,212,98,61,82
MAN2A1|MAN2A1,1118,2360,2114,5357,2968,1049,1179,1066
PJA2|PJA2,151,333,285,646,0,0,0,0
LOC101749818|LOC101749818,3,0,0,0,458,309,214,291
FER|FER,116,182,173,462,1155,491,522,562
LOC107052341|LOC107052341,0,0,0,0,2,0,0,0
FBXL17|FBXL17,192,411,286,608,2960,1460,1462,1477
EFNA5|EFNA5,12,16,8,34,65,10,77,135
LOC112530644|LOC112530644,0,9,0,5,490,138,72,108
LOC100857299|LOC100857299,2,1,2,2,3647,1115,830,1153
NUDT12|NUDT12,231,604,330,698,9,6,10,6
CZH5ORF30|CZH5ORF30,24,52,37,86,175,80,94,55
PPIP5K2|PPIP5K2,523,1312,1029,2009,12,0,0,11
GIN1|GIN1,38,157,89,247,27,75,0,0
PAM|PAM,831,1993,1408,2994,3813,1731,1509,1402
SLCO4C1|SLCO4C1,0,0,11,13,259,87,108,82
ST8SIA4|ST8SIA4,7,14,0,82,304,134,159,116
FAM174A|FAM174A,260,688,485,583,700,348,315,308
CHD1Z|CHD1Z,182,322,237,733,660,359,274,408
RGMB|RGMB,50,151,93,239,1517,264,583,330
RIOK2|RIOK2,91,334,149,423,233,253,224,495
LNPEP|LNPEP,259,404,356,1113,1612,669,1404,1779
LOC112530577|LOC112530577,0,2,0,0,102,67,53,68
LOC107052345|LOC107052345,0,0,0,3,1,1,1,1
SHB|SHB,149,520,274,632,1,1,1,1
RNF38|RNF38,287,736,350,947,0,0,2,0
LOC101752070|LOC101752070,183,322,236,213,2094,1705,1656,1559
TRIM14|TRIM14,157,468,265,429,1931,829,861,1072
NANS|NANS,350,1157,623,1224,1027,348,347,545
CLTA|CLTA,722,3032,1377,2867,0,0,0,0
GNE|GNE,1163,3200,1952,4747,27,0,15,6
LOC101752249|LOC101752249,0,0,3,5,1943,481,424,575
PCGF3|PCGF3,1161,3816,1691,5064,29780,11991,12299,10917
MFSD7|MFSD7,66,356,161,527,184,76,78,80
LOC100857745|LOC100857745,2,11,2,25,1187,390,406,464
PIGG|PIGG,125,505,234,518,321,185,209,155
GAK|GAK,261,543,458,1039,0,0,0,0
PDE6B|PDE6B,10,11,16,25,49,14,18,21
LOC107052350|LOC107052350,0,15,3,14,135,59,47,94
TMEM175|TMEM175,305,1003,589,1225,673,265,170,242
ATP5I|ATP5I,1114,4957,3140,3070,848,500,491,523
RBP4|RBP4,9,18,10,19,913,562,580,645
SLC26A1|SLC26A1,0,13,6,16,842,376,165,424
IDUA|IDUA,313,529,364,821,36,24,23,27
CHRNA6|CHRNA6,5,23,10,26,539,282,297,323
CHRNB3|CHRNB3,50,92,109,168,1447,554,438,638
KIAA1683|KIAA1683,31,18,17,74,9299,5837,8362,6346
LOC112530548|LOC112530548,0,8,14,17,6,2,1,5
THAP1|THAP1,89,362,226,416,1168,690,880,582
LOC770141|LOC770141,115,220,89,442,22,36,50,8
RNF170|RNF170,501,1649,903,1481,9480,3451,5162,2532
HOOK3|HOOK3,353,1088,765,1614,75,41,82,39
LOC107052351|LOC107052351,2,5,0,8,343,111,162,147
KCMF1|KCMF1,203,668,518,899,492,611,875,257
FNTA|FNTA,127,436,300,704,0,0,0,0
FUT10|FUT10,7,13,32,57,38216,14467,15953,12671
PSD3|PSD3,127,250,174,683,291,124,169,117
NIPSNAP3L|NIPSNAP3L,1386,4790,2789,3834,40,11,17,48
ABCA1|ABCA1,465,457,271,2282,30,22,34,8
SLC44A1|SLC44A1,153,275,145,716,86063,37545,38750,36653
FSD1L|FSD1L,12,34,26,51,18,6,95,27
FKTN|FKTN,111,584,363,748,60,48,338,73
TMEM38B|TMEM38B,317,467,524,464,246,144,257,199
LOC101750827|LOC101750827,4,0,0,3,80,75,90,75
MIR6565,0,0,0,0,1750,1002,1097,912
MIR6565|MIR6565,1,1,0,0,767,227,3529,984
RAD23B|RAD23B,3733,9407,6440,15859,33276,14572,68530,48723
LOC107052353|LOC107052353,70,116,182,320,45,37,25,28
KLF4|KLF4,4,26,12,45,759,425,321,341
LOC107049637|LOC107049637,0,0,0,0,228,217,99,90
PHAX|PHAX,167,508,451,744,27770,8766,10790,9864
LMNB1|LMNB1,16,38,25,130,165,73,76,60
MEGF10|MEGF10,0,11,4,3,0,0,0,0
CZH5ORF63|CZH5ORF63,112,535,326,379,300,117,70,149
PRRC1|PRRC1,558,1647,1044,2196,1245,463,316,366
LOC112530573|LOC112530573,0,0,2,0,131,77,74,68
SLC12A2|SLC12A2,36,116,78,294,0,0,0,7
ERAP1|ERAP1,458,965,886,2098,3367,2948,2925,1897
CAST|CAST,55,172,63,227,2209,410,557,1528
ELL2|ELL2,225,912,507,760,1372,634,882,1222
GLRX|GLRX,111,384,316,412,1584,939,974,918
RHOBTB3|RHOBTB3,43,156,83,135,447,149,186,144
RFESD|RFESD,12,67,46,108,35,24,19,35
ARSK|ARSK,132,359,213,473,0,0,0,0
TTC37|TTC37,375,1066,579,1875,0,1,0,0
LOC112530680|LOC112530680,0,0,0,0,0,0,0,0
MCTP1|MCTP1,307,241,263,1729,26,24,6,5
SLF1|SLF1,67,172,120,325,273,76,59,157
KIAA0825|KIAA0825,21,17,11,38,280,213,197,208
FAM172A|FAM172A,212,640,321,734,324,304,191,250
LOC112530549|LOC112530549,2,9,3,8,11,19,0,4
NR2F1|NR2F1,222,761,440,760,1580,743,766,778
LOC101751097|LOC101751097,0,4,3,0,1962,871,900,840
ARRDC3|ARRDC3,999,1792,1646,2077,4995,2239,2171,2036
LYSMD3|LYSMD3,192,555,357,699,873,429,434,447
ADGRV1|ADGRV1,7,3,7,13,648,305,127,265
POLR3G|POLR3G,25,63,43,54,10,0,0,7
MBLAC2|MBLAC2,136,364,233,404,11,7,16,30
CETN3|CETN3,73,204,128,290,23,16,13,15
LOC101752071|LOC101752071,6,9,10,9,0,0,12,0
MEF2C|MEF2C,498,1057,753,1471,4,4,4,11
TMEM161B|TMEM161B,133,428,299,697,13475,5150,3734,4908
CCNH|CCNH,185,491,311,578,1816,790,781,853
RASA1|RASA1,209,474,371,845,356,222,237,152
COX7C|COX7C,1236,5947,3256,3334,690,326,360,377
LOC112530788|LOC112530788,1,3,5,5,711,274,354,417
LOC101751701|LOC101751701,0,0,0,0,3735,1319,688,925
EDIL3|EDIL3,92,129,35,230,0,0,6,0
LOC112530607|LOC112530607,0,5,0,0,8,0,0,10
HAPLN1|HAPLN1,4,13,5,32,115,110,84,71
VCAN|VCAN,16,33,10,118,0,0,0,0
XRCC4|XRCC4,33,89,49,117,0,0,0,0
MIR1756A|MIR1756A,0,0,0,0,152,142,64,63
MIR1756A,0,0,0,0,235,133,120,174
TMEM167A|TMEM167A,480,1500,929,1461,1748,1166,992,1011
RPS23|RPS23,1915,9595,4555,5698,358,189,176,158
ATG10|ATG10,89,180,117,180,276,115,124,84
LOC112530587|LOC112530587,9,14,10,5,1264,580,674,583
