gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_4
LOC112531487|LOC112531487,0,0,0,0,0,0
PHEX|PHEX,0,0,8,0,0,0
SMPX|SMPX,0,0,0,0,0,0
TRNAV-UAC_1,0,0,0,0,0,0
RS1|RS1,0,0,2,0,0,0
MROH2AL5|MROH2AL5,0,0,0,0,0,0
LOC107049696|LOC107049696,0,0,0,1601,753,588
LOC101748676|LOC101748676,0,0,0,2118,887,779
LOC112531494|LOC112531494,0,0,4,53,17,17
LOC107049551|LOC107049551,0,0,0,96995,43702,28507
MROH2BL2|MROH2BL2,0,0,0,65,21,25
LOC107056965|LOC107056965,0,0,0,269502,58042,47673
LOC107049810|LOC107049810,0,0,0,154,50,25
LOC107055835|LOC107055835,0,0,0,673,296,203
LOC107050127|LOC107050127,0,0,0,265,129,86
LOC107050089|LOC107050089,0,0,0,182,27,50
LOC107050144|LOC107050144,0,0,0,152,80,63
LOC107055525|LOC107055525,0,0,0,902,2486,871
MROH2BL9|MROH2BL9,0,0,0,1334,3800,1213
LOC112531495|LOC112531495,0,0,0,666,1726,538
MROH2BL3|MROH2BL3,0,0,0,331,593,213
LOC112531496|LOC112531496,0,0,0,9529,5102,4488
LOC101751953|LOC101751953,0,0,0,1767,598,596
EGFL6|EGFL6,0,0,0,3964,831,1023
LOC112531498|LOC112531498,0,0,0,176,51,65
LOC101749021|LOC101749021,0,0,0,527,93,145
HEATR7B2L1|HEATR7B2L1,0,0,0,176,51,95
LOC101749389|LOC101749389,0,0,0,110,13,69
LOC112531500|LOC112531500,0,0,0,119,17,88
CLDN34|CLDN34,0,8,0,159,54,97
LOC112531501|LOC112531501,0,0,4,425,188,141
GPR143|GPR143,0,0,0,284,120,106
LOC112531502|LOC112531502,0,0,0,0,0,0
LOC107049917|LOC107049917,0,0,0,0,4,0
ANOS1|ANOS1,0,0,5,0,0,0
LOC112531503|LOC112531503,0,0,0,0,0,0
MIR7448,0,0,0,0,0,0
MIR7448|MIR7448,0,0,0,0,0,0
LOC112531504|LOC112531504,0,0,0,0,0,0
LOC112531505|LOC112531505,0,0,0,0,0,0
LOC112531506|LOC112531506,0,0,0,0,0,0
XG|XG,0,0,0,0,0,0
LOC107051960|LOC107051960,0,0,0,0,0,0
LOC112531507|LOC112531507,0,0,0,0,0,4
ASMT|ASMT,0,0,0,0,0,0
LOC112531509|LOC112531509,0,9,15,0,0,0
LOC101749641|LOC101749641,0,6,12,0,0,6
SHOX|SHOX,0,0,0,0,0,0
LOC112531510|LOC112531510,0,5,0,0,0,0
LOC107051964|LOC107051964,0,0,0,0,0,0
MIR1805|MIR1805,0,0,0,0,0,0
MIR1805,0,0,0,0,0,0
GABRG3|GABRG3,0,0,0,0,0,0
GABRA5|GABRA5,0,0,0,0,0,0
GABRB3|GABRB3,0,0,0,0,0,0
LOC112531511|LOC112531511,0,4,10,0,0,0
TSGA10|TSGA10,0,0,0,0,0,0
LOC107051965|LOC107051965,0,0,3,0,0,0
AFF3|AFF3,0,7,8,0,0,0
LOC112531643|LOC112531643,0,0,0,0,0,0
LOC112531513|LOC112531513,0,0,0,0,0,0
NMS|NMS,0,0,0,0,0,0
LOC107051967|LOC107051967,0,0,0,0,0,0
LOC107051968|LOC107051968,0,0,0,0,0,0
LOC101749995|LOC101749995,0,0,0,0,5,4
LOC101750453|LOC101750453,0,0,0,0,0,0
TMEM182|TMEM182,0,0,0,0,0,0
LOC107051969|LOC107051969,0,0,0,0,0,0
LOC101750869|LOC101750869,0,0,0,0,0,0
LOC101750952|LOC101750952,0,0,0,0,0,0
LOC107051988|LOC107051988,0,0,0,6,0,0
LOC101750998|LOC101750998,0,0,0,0,5,4
LOC101751045|LOC101751045,0,0,0,0,0,4
POU3F3|POU3F3,0,0,4,0,0,0
LOC112531515|LOC112531515,0,0,0,0,0,0
LOC107051973|LOC107051973,0,0,0,0,0,0
LOC107051986|LOC107051986,0,0,0,0,0,0
LOC107051985|LOC107051985,0,0,0,0,0,0
LOC112531517|LOC112531517,0,0,9,0,0,0
LOC107051990|LOC107051990,0,0,0,0,0,0
SLC5A7|SLC5A7,0,0,0,0,0,0
CCDC138|CCDC138,0,0,0,0,0,0
LOC107051982|LOC107051982,0,0,0,0,0,0
LOC107051989|LOC107051989,0,0,0,0,0,0
TMEM255B|TMEM255B,0,0,0,0,0,0
ATP4B|ATP4B,0,0,0,0,5,0
TRNAV-AAC,0,0,0,6,0,0
TRNAV-AAC_1,0,0,0,0,0,0
LOC112531523|LOC112531523,0,0,0,0,0,0
SOX1|SOX1,0,0,0,0,0,0
MIR1632|MIR1632,0,0,0,0,0,0
MIR1632,0,0,0,0,3,0
LOC107050336|LOC107050336,0,0,0,0,0,0
LOC101751168|LOC101751168,0,5,6,0,0,0
LOC101751338|LOC101751338,0,0,0,0,0,0
LOC112531524|LOC112531524,0,0,0,0,3,0
LOC112531525|LOC112531525,0,0,0,4,0,0
LOC107055526|LOC107055526,0,0,0,0,0,0
LOC426422|LOC426422,0,0,0,0,0,0
LOC107055542|LOC107055542,0,0,0,0,0,0
LOC112531527|LOC112531527,0,0,0,0,0,0
LOC107055605|LOC107055605,0,0,6,0,0,0
LOC112531526|LOC112531526,0,0,0,0,0,0
LOC107049886|LOC107049886,0,0,0,0,0,0
LOC107055505|LOC107055505,0,0,11,0,0,0
FAM155A|FAM155A,0,0,0,0,0,0
LOC112531528|LOC112531528,0,0,0,0,0,0
LOC107050451|LOC107050451,0,0,0,0,0,0
LOC112531530|LOC112531530,0,0,0,0,0,0
LOC112531531|LOC112531531,0,0,0,0,0,0
LOC112531532|LOC112531532,0,0,0,3,0,0
SLC10A2|SLC10A2,0,0,0,0,0,0
METTL21EP|METTL21EP,0,0,0,0,0,0
ITGBL1|ITGBL1,0,0,0,0,0,0
LOC112531533|LOC112531533,0,0,0,0,0,4
LOC101749484|LOC101749484,0,0,0,3,0,0
LOC112531534|LOC112531534,0,0,0,0,0,0
ZIC2|ZIC2,0,0,0,0,0,0
LOC112531535|LOC112531535,0,0,0,0,0,0
ZIC5|ZIC5,0,0,0,0,0,0
LOC112531537|LOC112531537,0,0,0,0,0,6
OXGR1|OXGR1,0,0,0,2,0,0
OXGR1L|OXGR1L,0,0,0,0,0,0
SOX21|SOX21,0,0,6,0,5,0
LOC107051484|LOC107051484,0,0,0,0,13,0
TRNAF-GAA_1,0,0,0,16,0,8
GPC6|GPC6,0,4,0,0,0,0
LOC112531618|LOC112531618,0,0,0,0,0,2
LOC112531540|LOC112531540,0,0,0,0,0,0
TRNAP-UGG,0,0,0,0,0,10
LOC112531542|LOC112531542,0,0,0,0,0,0
LOC107051465|LOC107051465,0,1,3,3,5,0
LOC112531544|LOC112531544,0,2,0,0,0,0
SLITRK5|SLITRK5,0,0,2,0,0,0
LOC101748664|LOC101748664,0,0,0,0,0,0
TRNAA-CGC,0,0,0,0,0,0
LOC107050903|LOC107050903,0,0,0,0,0,0
LOC112531545|LOC112531545,0,0,0,0,0,0
LOC101749244|LOC101749244,0,4,0,0,0,0
LOC101750454|LOC101750454,0,0,0,0,0,0
SLAIN1|SLAIN1,0,0,0,0,0,0
LOC112531547|LOC112531547,0,0,0,0,0,0
LOC112531548|LOC112531548,0,0,0,0,0,0
LOC112531549|LOC112531549,0,0,6,0,12,0
LOC107051838|LOC107051838,0,0,0,0,4,0
LOC107051840|LOC107051840,0,0,0,0,0,0
LOC107051839|LOC107051839,0,0,0,0,0,0
LOC107051912|LOC107051912,0,0,0,0,0,0
LOC107051827|LOC107051827,0,0,0,0,0,0
LOC112531550|LOC112531550,0,0,0,0,0,0
KLHL1|KLHL1,0,3,0,0,0,0
LOC112531551|LOC112531551,0,0,0,0,0,0
PCDH9|PCDH9,0,4,6,0,9,0
TRNAN-GUU,0,0,0,0,0,0
LOC107051911|LOC107051911,0,0,0,0,0,0
LOC112531554|LOC112531554,0,0,0,0,0,0
LOC101747747|LOC101747747,0,0,0,0,0,0
MIR7445-2,0,0,0,0,0,0
MIR7445-2|MIR7445-2,0,0,0,0,0,0
MIR7445-1,0,0,0,0,0,0
MIR7445-1|MIR7445-1,0,0,0,0,0,0
LOC112531556|LOC112531556,0,0,0,0,0,0
LOC107051907|LOC107051907,0,0,0,0,3,2
LOC101747577|LOC101747577,0,0,0,1,0,0
LOC112531557|LOC112531557,0,0,0,0,0,0
LOC112531558|LOC112531558,0,0,0,16,0,3
LOC107051904|LOC107051904,0,0,0,0,0,0
LOC112531559|LOC112531559,0,0,0,0,0,0
LOC112531560|LOC112531560,0,0,0,0,0,0
LOC112531636|LOC112531636,0,0,0,0,0,0
LOC107051824|LOC107051824,0,0,0,0,3,0
OLFM4|OLFM4,0,0,0,0,1,0
PCDH8|PCDH8,0,0,7,0,0,0
LOC112531561|LOC112531561,0,0,0,0,0,0
LOC418836|LOC418836,0,0,0,0,0,0
LOC107051767|LOC107051767,0,0,0,0,0,0
LOC112531563|LOC112531563,0,0,13,1,0,0
LOC100859822|LOC100859822,0,0,0,1,0,0
LRRC63|LRRC63,0,0,0,0,0,0
LOC107051902|LOC107051902,0,0,0,0,0,0
HTR2A|HTR2A,0,0,19,0,0,0
LOC112531565|LOC112531565,0,0,0,0,0,0
LOC112531566|LOC112531566,0,0,7,0,0,0
LOC112531567|LOC112531567,0,2,0,0,0,0
LOC107051704|LOC107051704,0,22,15,0,0,0
LOC112531569|LOC112531569,0,0,11,0,0,0
DLEU7|DLEU7,0,0,0,0,0,0
SERPINE3|SERPINE3,0,0,0,0,0,0
TMEM272|TMEM272,0,0,0,0,0,0
LOC112531574|LOC112531574,0,0,0,0,0,0
LOC107052202|LOC107052202,0,0,0,0,0,0
LOC112532821|LOC112532821,0,0,0,0,0,0
LOC107052041|LOC107052041,0,0,0,0,7,0
LOC112532822|LOC112532822,0,0,0,0,0,0
LOC107052071|LOC107052071,0,0,0,0,0,0
TRNAN-GUU_1,0,0,0,0,0,0
TRNAV-AAC_2,0,0,0,0,0,0
CDX2|CDX2,0,0,0,3,0,2
LOC107052126|LOC107052126,0,0,0,0,0,0
GSX1|GSX1,0,0,0,0,0,0
LOC112531580|LOC112531580,0,0,0,0,0,0
LOC112531581|LOC112531581,0,0,0,0,0,0
LOC112531579|LOC112531579,0,0,0,0,0,0
C1QTNF9|C1QTNF9,0,0,0,0,6,0
LOC112531616|LOC112531616,0,0,2,0,0,0
LOC112531582|LOC112531582,0,0,0,0,0,0
LOC112531583|LOC112531583,0,0,0,17,9,0
FGF9|FGF9,0,6,4,7,0,0
LOC100859643|LOC100859643,0,0,0,0,0,0
LOC101747286|LOC101747286,0,0,0,0,0,0
GJB6|GJB6,0,19,12,0,0,0
LOC107052209|LOC107052209,0,0,0,0,0,0
LOC107052166|LOC107052166,0,5,0,0,0,0
SLN|SLN,0,0,0,0,0,0
LOC107052184|LOC107052184,0,0,0,0,0,0
VMO1|VMO1,0,0,0,0,0,0
MIR1709|MIR1709,0,0,0,0,0,0
MIR1709,0,0,0,0,0,0
LOC107052185|LOC107052185,0,0,0,0,0,0
GRIA4|GRIA4,0,0,0,0,0,0
LOC107052187|LOC107052187,0,0,0,0,0,0
MMP13|MMP13,0,0,0,0,0,0
MMP3|MMP3,0,0,0,0,0,0
LOC112531590|LOC112531590,0,0,0,0,0,0
MMP1|MMP1,0,0,0,0,0,0
LOC112531591|LOC112531591,0,0,0,4,0,0
C1H11ORF70|C1H11ORF70,0,0,0,6,0,4
CEP126|CEP126,0,0,0,0,0,0
ANGPTL5|ANGPTL5,0,0,0,0,0,0
LOC107055546|LOC107055546,0,0,0,0,4,0
LOC112531592|LOC112531592,0,0,0,6,4,0
LOC107055564|LOC107055564,0,0,0,0,0,0
LOC107052373|LOC107052373,0,0,0,0,0,0
LOC107052371|LOC107052371,0,0,0,0,0,0
LOC112531596|LOC112531596,0,0,0,0,0,0
FUT4|FUT4,0,16,39,0,0,0
C11orf97|C11orf97,0,4,5,0,0,0
HEPHL1|HEPHL1,0,8,4,0,0,0
LOC428094|LOC428094,0,10,10,0,0,0
DEUP1|DEUP1,0,0,0,0,4,0
MTNR1B|MTNR1B,0,0,3,0,0,0
LOC107052329|LOC107052329,0,0,0,0,0,0
LOC107052327|LOC107052327,0,0,0,0,0,0
LOC107052320|LOC107052320,0,0,0,0,0,0
TYR|TYR,0,0,0,0,0,0
GRM5|GRM5,0,0,0,0,0,0
LOC101749530|LOC101749530,0,0,0,0,0,0
LOC112531611|LOC112531611,0,0,0,0,0,0
LOC107052309|LOC107052309,0,0,0,0,0,0
LOC107049151|LOC107049151,0,0,0,0,0,0
LOC107052448|LOC107052448,0,0,0,2,0,0
LOC112531597|LOC112531597,0,0,0,0,0,0
TAS2R4|TAS2R4,0,0,0,0,0,0
USP35|USP35,0,15,42,0,0,0
GDPD4|GDPD4,0,0,0,0,0,0
GUCY2F|GUCY2F,0,0,0,0,0,8
LOC107052451|LOC107052451,0,0,13,0,0,0
LOC101749708|LOC101749708,0,0,0,0,0,0
LOC101749745|LOC101749745,0,0,0,0,0,0
TRNAP-UGG_1,0,0,0,0,0,0
TRNAP-AGG_4,0,0,0,4,3,3
IL18BP|IL18BP,0,28,20,0,0,0
ADAM15|ADAM15,0,0,0,0,0,0
LOC112531606|LOC112531606,0,0,3,0,0,0
LOC107052474|LOC107052474,0,0,5,10,0,12
TPBGL|TPBGL,0,0,2,0,0,0
LOC107055664|LOC107055664,0,0,0,0,0,0
KLHL35|KLHL35,0,8,4,0,0,0
MOGAT2|MOGAT2,0,0,0,0,0,0
CHRNA10|CHRNA10,0,0,32,4,6,0
LOC107052464|LOC107052464,0,1,2,0,0,0
LOC112531608|LOC112531608,0,1,4,0,0,0
LOC107052463|LOC107052463,0,2,6,0,0,0
LOC107049066|LOC107049066,0,0,0,0,0,0
LOC419080|LOC419080,0,0,0,8,0,10
OR52R1L1|OR52R1L1,0,0,0,0,0,0
OR52R1L3|OR52R1L3,0,2,0,0,0,0
OR52R1|OR52R1,0,0,0,0,0,0
OR51M1L|OR51M1L,0,0,0,0,0,0
HBE|HBE,0,3,5,0,0,0
HBBR|HBBR,0,0,0,0,8,0
LOC107052458|LOC107052458,0,0,0,0,0,0
OR52B2L|OR52B2L,0,0,0,0,0,0
LOC101748683|LOC101748683,0,0,0,0,0,0
OR52B2|OR52B2,0,3,9,0,0,0
CNGA4|CNGA4,0,26,16,4,4,0
CCKBR|CCKBR,0,0,4,0,0,0
MIR1600|MIR1600,0,3,4,0,0,0
MIR1600,0,1,1,0,0,0
LOC107049364|LOC107049364,0,4,5,0,0,0
LOC112531609|LOC112531609,0,0,2,0,0,0
LOC112531176|LOC112531176,0,2,4,0,0,0
LOC107055956|LOC107055956,0,0,0,0,0,0
LOC112531923|LOC112531923,0,0,0,0,0,0
LOC112529950|LOC112529950,0,0,0,0,0,0
LOC107055943|LOC107055943,0,0,0,1,0,0
LOC107055903|LOC107055903,0,0,0,0,0,0
LOC107055955|LOC107055955,0,0,0,0,0,0
LOC426037|LOC426037,0,0,0,0,0,0
ASB10|ASB10,0,0,0,0,0,0
GBX1|GBX1,0,0,0,3,0,0
GIMAP7L2|GIMAP7L2,0,0,6,0,0,0
GHRHR|GHRHR,0,0,10,0,0,0
LOC107052485|LOC107052485,0,0,0,0,0,0
GHRHR-LR|GHRHR-LR,0,0,0,0,0,0
WNT3A|WNT3A,0,0,0,3,0,0
MIR6713|MIR6713,0,0,0,0,0,0
MIR6713,0,0,0,3,0,0
LOC107052481|LOC107052481,0,0,0,0,0,0
LOC107052480|LOC107052480,0,0,0,0,0,0
TMIE|TMIE,0,0,0,0,0,0
CAMP|CAMP,0,9,18,0,0,0
CATHB1|CATHB1,0,0,0,0,0,0
LOC101748313|LOC101748313,0,0,0,0,0,0
ZNF91L|ZNF91L,0,0,0,0,0,0
LOC112531925|LOC112531925,0,0,0,0,0,0
LOC112531926|LOC112531926,0,0,0,0,0,0
LOC101749027|LOC101749027,0,0,0,0,0,0
SCN11A|SCN11A,0,0,0,0,0,0
LOC395944|LOC395944,0,0,0,0,0,0
SCN5A|SCN5A,0,7,13,0,0,0
LOC112531927|LOC112531927,0,4,0,0,0,0
LOC112531950|LOC112531950,0,0,0,0,0,0
LOC112531931|LOC112531931,0,0,0,0,0,0
LOC112531934|LOC112531934,0,0,0,0,0,0
HTR5A|HTR5A,0,0,0,0,0,0
LOC101752304|LOC101752304,0,0,0,0,0,0
LOC107052501|LOC107052501,0,0,0,0,0,0
EN2|EN2,0,0,0,0,0,0
LOC112531937|LOC112531937,0,2,0,0,0,0
LOC112531938|LOC112531938,0,0,0,0,0,0
LOC112531939|LOC112531939,0,0,0,7,0,0
LOC112531941|LOC112531941,0,0,0,0,0,0
MNX1|MNX1,0,0,0,0,0,0
LOC101747822|LOC101747822,0,0,0,0,0,0
LOC112531907|LOC112531907,0,0,0,0,0,0
LOC107052610|LOC107052610,0,6,0,0,0,0
LOC107052609|LOC107052609,0,0,0,0,0,0
ADARB2|ADARB2,0,0,0,0,0,0
LOC112531947|LOC112531947,0,0,0,0,0,0
LOC112531948|LOC112531948,0,0,4,0,0,0
LOC107052607|LOC107052607,0,0,0,0,0,0
LOC107052606|LOC107052606,0,0,0,0,0,0
LOC107052605|LOC107052605,0,12,4,0,0,0
MIR6628|MIR6628,0,0,0,0,0,0
MIR6628,0,0,0,0,0,0
LOC107052599|LOC107052599,0,0,0,0,0,0
LOC112531954|LOC112531954,0,0,0,0,0,0
LOC112531955|LOC112531955,0,0,0,0,0,0
LOC112531957|LOC112531957,0,0,4,0,0,0
LOC107052591|LOC107052591,0,7,0,0,0,0
LOC112531958|LOC112531958,0,0,0,0,0,0
TRNAN-GUU_2,0,0,1,6,0,0
LOC101748058|LOC101748058,0,12,29,4,0,1
GAD2|GAD2,0,0,0,3,0,0
GPR158|GPR158,0,0,0,0,0,0
PTF1A|PTF1A,0,0,0,0,0,0
TRNAN-GUU_3,0,0,0,0,0,0
MMR1L2|MMR1L2,0,0,0,0,0,4
MMR1L1|MMR1L1,0,0,9,0,0,0
LOC107052581|LOC107052581,0,0,0,3,0,0
LOC112531965|LOC112531965,0,0,0,0,0,0
ST8SIA6|ST8SIA6,0,0,0,0,0,0
LOC101752025|LOC101752025,0,3,0,0,0,0
LOC112531969|LOC112531969,0,0,23,0,0,0
LOC107052621|LOC107052621,0,0,0,0,0,0
TRNAN-GUU_4,0,0,0,1,0,0
LOC107052577|LOC107052577,0,0,0,8,2,0
STEAP1|STEAP1,0,0,0,0,0,0
LOC107052574|LOC107052574,0,0,4,0,0,0
LOC112531961|LOC112531961,0,0,0,0,0,0
TAC1|TAC1,0,0,0,0,0,0
COL28A1|COL28A1,0,0,0,0,0,0
NXPH1|NXPH1,0,0,0,7,31,0
LOC112531977|LOC112531977,0,0,0,12,9,0
LOC112531976|LOC112531976,0,0,0,0,0,0
LOC107052620|LOC107052620,0,0,0,0,25,0
LOC112531979|LOC112531979,0,0,0,0,6,0
LOC101748147|LOC101748147,0,0,0,0,134,0
LOC107052566|LOC107052566,0,0,0,0,0,0
LOC112531691|LOC112531691,0,0,0,0,0,0
LOC107052565|LOC107052565,0,0,0,0,0,0
LOC107052564|LOC107052564,0,0,0,0,0,0
DGKB|DGKB,0,0,12,0,0,0
LOC107052561|LOC107052561,0,0,0,0,0,0
AGR3|AGR3,0,6,16,0,0,0
FERD3L|FERD3L,0,0,0,0,0,0
LOC112531699|LOC112531699,0,0,0,0,0,0
TMEM196|TMEM196,0,0,0,0,0,0
LOC776051|LOC776051,0,0,0,0,8,0
LOC107052549|LOC107052549,0,0,0,0,0,0
LOC107050296|LOC107050296,0,0,0,0,0,0
LOC107050609|LOC107050609,0,0,0,0,0,0
LOC112531704|LOC112531704,0,0,0,0,0,0
LOC101749671|LOC101749671,0,0,0,0,0,0
LOC107055896|LOC107055896,0,0,4,0,0,0
LOC107055882|LOC107055882,0,0,0,0,0,0
LOC107055976|LOC107055976,0,0,0,0,0,0
LOC107055885|LOC107055885,0,0,0,0,0,0
LOC112531710|LOC112531710,0,0,0,5,0,0
LOC112531711|LOC112531711,0,0,0,7,0,0
LOC107055944|LOC107055944,0,0,0,0,0,0
LOC107052551|LOC107052551,0,0,0,0,0,0
LOC100857560|LOC100857560,0,0,0,0,0,0
LOC420615|LOC420615,0,0,0,0,10,4
LOC112531705|LOC112531705,0,0,0,0,0,0
LOC107055883|LOC107055883,0,0,0,2,0,0
LOC112531712|LOC112531712,0,0,0,0,0,0
GPNMB|GPNMB,0,8,21,0,0,0
LOC112531706|LOC112531706,0,0,0,0,0,0
NPY|NPY,0,0,0,0,0,0
C2H7orf31|C2H7orf31,0,0,0,4,12,0
NPVF|NPVF,0,0,0,0,0,0
LOC112531707|LOC112531707,0,0,0,0,0,0
LOC112531924|LOC112531924,0,6,2,0,0,0
MIR148A|MIR148A,0,0,1,0,0,0
MIR148A,0,0,1,0,0,0
LOC101752322|LOC101752322,0,0,0,0,0,0
HOXA1|HOXA1,0,0,6,0,0,0
HOXA9|HOXA9,0,0,0,0,0,0
MIR1732|MIR1732,0,0,2,9,4,0
MIR1732,0,0,1,0,0,0
MIR196B|MIR196B,0,0,0,0,0,0
MIR196B,0,0,0,0,0,0
HOXA10-AS|HOXA10-AS,0,0,0,0,0,0
HOXA10|HOXA10,0,0,0,0,0,0
HOXA11|HOXA11,0,0,0,0,0,0
LOC107052544|LOC107052544,0,0,0,0,0,0
HOXA13|HOXA13,0,0,0,0,0,0
IF2L|IF2L,0,0,0,0,0,0
EVX1|EVX1,0,0,0,0,0,0
LOC101751380|LOC101751380,0,4,0,0,0,0
EFHB|EFHB,0,0,0,0,0,0
LOC107052619|LOC107052619,0,0,0,0,0,0
LOC101747889|LOC101747889,0,0,0,0,0,0
LOC107052618|LOC107052618,0,0,0,0,0,0
LOC112531716|LOC112531716,0,0,0,0,0,0
LOC107052536|LOC107052536,0,0,0,0,0,0
MIR138-1|MIR138-1,0,0,0,0,0,0
MIR138-1,0,0,0,0,0,0
LOC107052533|LOC107052533,0,0,0,0,1,0
LOC107052532|LOC107052532,0,0,0,0,0,0
LOC107052531|LOC107052531,0,4,0,0,0,0
COL6A6|COL6A6,0,0,0,0,0,0
TMEM108|TMEM108,0,0,0,0,0,0
BFSP2|BFSP2,0,0,0,0,0,0
LOC112531723|LOC112531723,0,0,6,0,0,0
LOC107052617|LOC107052617,0,0,0,0,0,0
TRNAR-ACG,0,0,0,0,0,0
LOC112531724|LOC112531724,0,0,0,0,0,0
TMEM158|TMEM158,0,0,2,0,0,0
CCK|CCK,0,0,0,0,0,0
TMC2|TMC2,0,0,0,0,0,0
SUSD5|SUSD5,0,0,0,0,0,0
LOC107052521|LOC107052521,0,0,0,0,0,0
STAC|STAC,0,28,15,0,0,0
EPDR1|EPDR1,0,0,0,0,0,0
SFRP4|SFRP4,0,0,0,0,0,0
NME8|NME8,0,0,0,0,0,0
LOC101749729|LOC101749729,0,0,0,0,0,0
NPSR1|NPSR1,0,0,0,0,0,0
TRNAM-CAU_2,0,0,0,0,0,0
FANCD2OS|FANCD2OS,0,0,0,0,0,0
LOC112531728|LOC112531728,0,4,4,0,0,0
LOC107052615|LOC107052615,0,0,0,0,0,0
NEUROD6|NEUROD6,0,0,0,0,0,0
POU6F2|POU6F2,0,0,0,0,0,0
LOC107052508|LOC107052508,0,0,7,0,0,0
LOC107052506|LOC107052506,0,0,0,0,0,0
LOC112531738|LOC112531738,0,0,0,0,0,0
LOC107052614|LOC107052614,0,0,0,5,9,9
LOC112531741|LOC112531741,0,0,0,0,0,0
LOC112532000|LOC112532000,0,0,0,0,0,0
LOC112531750|LOC112531750,0,0,2,0,0,0
LOC100857341|LOC100857341,0,0,0,0,0,0
LOC101749475|LOC101749475,0,0,0,0,0,0
LRRC14B|LRRC14B,0,0,0,0,0,0
LOC420808|LOC420808,0,0,0,0,0,0
LOC112531800|LOC112531800,0,0,0,0,0,0
LOC112531753|LOC112531753,0,0,0,0,0,0
MIR7459,0,0,1,0,0,0
MIR7459|MIR7459,0,0,1,0,0,0
LOC112531754|LOC112531754,0,0,10,0,0,0
LOC101749621|LOC101749621,0,0,0,0,0,0
LOC112531755|LOC112531755,0,0,0,0,0,0
LOC112531756|LOC112531756,0,0,0,0,0,0
LOC107051682|LOC107051682,0,0,0,0,0,7
LOC101750019|LOC101750019,0,0,0,0,0,0
LOC107051656|LOC107051656,0,0,0,0,0,0
LOC107051657|LOC107051657,0,0,0,0,0,0
LOC101751934|LOC101751934,0,0,0,0,0,0
LOC107051659|LOC107051659,0,0,0,0,0,0
LOC112531757|LOC112531757,0,0,0,0,0,0
TRNAY-GUA,0,0,0,0,0,0
LOC107051684|LOC107051684,0,0,0,0,0,0
LOC112531758|LOC112531758,0,19,0,0,0,0
LOC112531760|LOC112531760,0,0,0,0,0,0
LOC107051674|LOC107051674,0,0,0,0,0,0
LOC107051670|LOC107051670,0,0,0,0,0,0
LOC107051671|LOC107051671,0,0,0,0,0,0
LOC112531762|LOC112531762,0,0,0,0,0,0
NRN1|NRN1,0,6,0,0,0,0
LOC107051678|LOC107051678,0,0,0,15,0,0
LOC112531765|LOC112531765,0,0,0,0,0,0
LOC112531768|LOC112531768,0,0,4,0,0,0
FOXQ1|FOXQ1,0,4,0,0,0,0
FOXF2|FOXF2,0,0,0,0,0,0
LOC101748992|LOC101748992,0,0,0,0,0,0
SERPINB10A|SERPINB10A,0,0,9,0,0,0
LOC112531771|LOC112531771,0,7,9,0,0,0
MC4R|MC4R,0,0,0,0,0,0
LOC112531777|LOC112531777,0,0,0,0,0,0
LOC112531778|LOC112531778,0,0,0,0,0,0
LOC112531780|LOC112531780,0,0,0,0,0,0
LOC112531985|LOC112531985,0,0,0,0,0,0
CDH9|CDH9,0,0,0,0,0,0
ENS-3|ENS-3,0,2,6,0,0,0
MIR6545|MIR6545,0,0,0,0,0,0
MIR6545,0,0,0,0,0,0
LOC112531781|LOC112531781,0,0,0,0,0,0
CDH10|CDH10,0,0,0,0,0,0
LOC107052632|LOC107052632,0,0,4,0,0,0
LOC112531782|LOC112531782,0,0,0,4,0,0
CDH12|CDH12,0,0,0,0,0,0
LOC112531783|LOC112531783,0,4,0,0,0,0
CDH18|CDH18,0,0,0,0,0,0
LOC112531953|LOC112531953,0,0,0,0,0,0
LOC112531784|LOC112531784,0,0,0,0,0,0
MARCH11|MARCH11,0,0,0,0,0,0
LOC112531789|LOC112531789,0,0,0,0,0,0
LOC112531982|LOC112531982,0,0,0,0,0,0
LOC107052641|LOC107052641,0,0,0,0,0,0
CMBLL|CMBLL,0,0,0,0,0,0
LOC107052637|LOC107052637,0,0,0,0,0,0
SBK2|SBK2,0,6,0,0,0,0
LOC112531793|LOC112531793,0,0,0,0,0,0
ADCY2|ADCY2,0,0,0,0,0,0
LOC770405|LOC770405,0,7,6,8,2,5
LOC107055873|LOC107055873,0,9,1,0,0,0
MIR6562|MIR6562,0,0,0,0,0,0
MIR6562,0,0,0,0,0,0
LOC107052644|LOC107052644,0,3,4,3,0,2
LOC101748327|LOC101748327,0,0,0,0,0,0
C2H7ORF57|C2H7ORF57,0,0,3,0,0,0
ABCA13|ABCA13,0,12,0,0,0,0
LOC112531813|LOC112531813,0,0,0,0,0,0
ZPBP|ZPBP,0,0,4,0,0,0
C7orf72|C7orf72,0,0,0,0,0,0
LOC107052659|LOC107052659,0,0,0,0,0,0
LOC112531815|LOC112531815,0,0,0,13,0,0
LOC107052663|LOC107052663,0,0,0,0,0,0
LOC107052658|LOC107052658,0,0,0,0,0,0
LOC107052657|LOC107052657,0,0,0,0,0,0
LOC112531816|LOC112531816,0,0,0,0,0,0
LOC101751251|LOC101751251,0,0,0,0,0,0
MIR187|MIR187,0,0,0,0,0,0
MIR187,0,0,0,0,0,0
